Restaurant Name,Aggregate rating,Rating Range,Count,,Votes,Average
9 is Mine,2.6,,,,4,
Aashirwad,3.2,,,,19,
Aggarwal Sweet & Bakers,2.9,,,,5,
Amit Hotel,2.9,,,,7,
Angrezee Dhaba,2.8,,,,7,
Ankur Family Restaurant,2.9,,,,4,
Bansal Sweet,2.7,,,,20,
Baskin Robbins,3.1,,,,13,
Caravan Resto Bar,3.2,,,,51,
Celebration Multi Cuisine Restaurant,2.7,,,,14,
Chatto Chapati,3,,,,8,
Chawla's?_,2.7,,,,29,
China Town,2.7,,,,11,
China Town,2.7,,,,28,
Dazzle Pastry Shop,2.6,,,,25,
Delicacy Foods,3.2,,,,86,
Dolphin Rolls,2.9,,,,6,
Durbar Restaurant,2.7,,,,33,
Ever Green Pastry Shop,3.1,,,,34,
Evergreen Sweets Corner,3,,,,8,
Great Plates By AJ,3.1,,,,77,
Green Chick Chop,3.2,,,,24,
Haqeem's,2.7,,,,14,
Himalaya Food Corner,2.7,,,,46,
Hot Joint Fast Food,2.6,,,,61,
Hyderabadi Dum Biryani,2.7,,,,60,
Kasturi Family Restaurant,3,,,,20,
Kerala Cafe,3.3,,,,45,
Keuchen Paradise,2.8,,,,8,
Kook For Health,3.3,,,,21,
Lahorian's Sweets & Bakers,2.9,,,,5,
Mr. Baker's,3,,,,22,
Night Food Delivery,2.7,,,,5,
Nine 2 Nine Snacks & Restaurant,2.9,,,,5,
Punjabi Mirch,3,,,,4,
Rasoi The Food Express,2.6,,,,53,
Republic of Chicken,2.8,,,,11,
Sandwichai,3.3,,,,58,
SB's Raisins,2.8,,,,15,
Shanghai Kitchen,3.1,,,,26,
Shiv Shakti Restaurant,3,,,,18,
Smoky Chettinad,2.8,,,,49,
Spice Fusion,3.1,,,,7,
Sweet Toof Designer Cakes,3.1,,,,7,
The Chef,3.2,,,,23,
The Edge Cafe,3.1,,,,53,
The Epicure - Fraser Suites,3.1,,,,80,
Udupidarshini Veg Restaurant,3.4,,,,33,
36 lebzelter,3.7,,,,39,
Baked Buns,3.6,,,,165,
Freakin Beans,3.7,,,,72,
Nutri Cafe,3.7,,,,49,
Senorita's,3.7,,,,57,
Village - The House of Food,3.7,,,,65,
Aman Vaishno Dhaba,0,,,,1,
Anupam Hotel,0,,,,2,
Bake Bank,0,,,,0,
Buzybee,0,,,,0,
Cafe Tandoor,0,,,,2,
Chawlas 2,0,,,,1,
Choksi Chinese,0,,,,0,
Desi Chulha,0,,,,0,
Fumble Foods,0,,,,0,
Games v/s Cafe,0,,,,0,
Goodies- Snacks N More,0,,,,1,
Grubhouse Cafe,0,,,,0,
Mr. Baker's,0,,,,1,
Muradabadi Chicken Biryani & Dhaba,0,,,,3,
Pakiza Restaurant,0,,,,2,
Riddhi Siddhi Restaurant,0,,,,2,
Rockers & Shockers,0,,,,0,
Saikutir Food,0,,,,0,
Satnaam Foods,0,,,,0,
Senorita's,0,,,,3,
Shri Bala Ji Rasoi,0,,,,0,
South Indian,0,,,,0,
Tip Top Eating Corner,0,,,,0,
ToLoveFromLove,0,,,,0,
Tripti Foods,0,,,,1,
U Like,0,,,,3,
Zayka chicken restaurant,0,,,,0,
Cafe Coffee Day,2.4,,,,49,
Food Fantasy,2.4,,,,76,
Just Chinese,2.4,,,,36,
Agarwal Bikaneri Sweets,3.1,,,,12,
Bikaner Sweets,2.8,,,,14,
Breadz,3.3,,,,48,
Desi Jugaad,3.2,,,,12,
Food Trax,2.9,,,,4,
Hub Tub,3,,,,7,
Malabar Foods,2.7,,,,49,
Mitra Di Chaap,3,,,,5,
New Hyderabadi Biryani House,2.5,,,,25,
New Madras Cafe,2.8,,,,11,
Roll Club,3.2,,,,44,
Sanju Cool & Hot Hut,2.8,,,,8,
Sethi's Kabab & Curries,3.1,,,,22,
South Indian Fast Food,3.3,,,,23,
Sweets and Spices,2.8,,,,69,
Urban Degchi Kitchen & Bar,2.6,,,,94,
Wah Ji Wah,3.1,,,,81,
Zaiqa Kathi Roll & Momos,3.3,,,,16,
Duggal Snacks,3.6,,,,32,
Granny's Flavour,3.5,,,,16,
Moustache Coffee,3.7,,,,79,
Pradeep Pav Bhaji,3.8,,,,94,
Sandwich Factory,3.9,,,,254,
Scorpio Cafe,3.7,,,,410,
Veggie-Licious,3.6,,,,100,
Creamy Creation,0,,,,0,
Evergreen Food Corner,0,,,,3,
K.D Corner,0,,,,0,
Slice Of Italy,2.2,,,,119,
Anokha Chinese Hut,2.6,,,,27,
Bobby Dhaba & Caterers,3.1,,,,5,
Clever Fox Cafe,3,,,,25,
Dana Pani,2.8,,,,4,
Hotel Malabar,3,,,,24,
Lumbini Fast Point,3,,,,30,
Mayur Restaurant,2.8,,,,19,
MOC - The American Restaurant,2.6,,,,35,
Muradabadi Chicken Biryani,3.3,,,,28,
New Aggarwal Sweet Corner,2.7,,,,11,
Pizza Castle,2.7,,,,29,
Punjabi Dhaba,3,,,,6,
Qureshi Chicken Corner,3,,,,6,
Samarpan Fast Food,2.9,,,,9,
Shaan-E-Tandoorz,2.9,,,,5,
Sonu Sudh Bhojnalaya,2.8,,,,10,
The Test,2.9,,,,4,
True Blue,3.3,,,,26,
Zaika Kathi Rolls,3,,,,13,
Baked Buns,3.5,,,,90,
A One Muradabadi,0,,,,3,
Annapurna,0,,,,1,
Cake Walkers,0,,,,2,
Harish And Sonu Sudh Bhojnalya,0,,,,1,
Mitra Da Dhaba,0,,,,2,
Munchies Midnight Delivery,0,,,,1,
Muradabadi Chicken Corner,0,,,,3,
Riyaz Chicken Corner,0,,,,1,
Romano's Pizza,0,,,,0,
Royal Spice,0,,,,1,
Sonu Bhojanalya,0,,,,2,
The Deshi Bites,0,,,,0,
Green Chick Chop,3,,,,7,
Mahara Hotel,2.9,,,,4,
Malik Vegetarian Rasoi,2.9,,,,9,
Yash Aadi Food Corner,2.9,,,,6,
#hashtag,0,,,,0,
Al Zaika,0,,,,1,
Ashiyan Foods,0,,,,0,
Bake My Day,0,,,,2,
Bhutani Chaap,0,,,,0,
China Pan,0,,,,0,
Chinese Fast Food,0,,,,0,
Dilkhush Punjabi Dhaba,0,,,,3,
Dragun Hut,0,,,,1,
Giani's,0,,,,3,
Kathi House,0,,,,0,
Kerala Kitchen & Restaurant,0,,,,0,
Retro Kichen,0,,,,0,
The China Town,0,,,,1,
The Urban Dhaba,0,,,,1,
Twenty Four Seven,0,,,,0,
McDonald's,3.4,,,,91,
Moti Mahal Delux Tandoori Trail,3.2,,,,151,
Pizza Hut,2.8,,,,83,
Dill's Chawla Chik-Inn,2.9,,,,4,
Tandoori Zaaika,3,,,,4,
Aap Ki Khatir,0,,,,0,
Aggarwal Sweets,0,,,,0,
Baskin Robbins,0,,,,1,
Bikaner Sweets,0,,,,0,
Bollywood Khana,0,,,,0,
Cake And Bakes,0,,,,0,
Cake Point,0,,,,0,
Chinese Corner,0,,,,0,
Choudhary Dhaba,0,,,,2,
Green Chick Chop,0,,,,0,
Green Chick Chop,0,,,,3,
Gujjar Dhaba,0,,,,0,
Hotel Aditi,0,,,,1,
JMD Food Palace,0,,,,2,
Kitchen Namaste,0,,,,0,
Lajawab Chicken & Fish Fry,0,,,,0,
Lotus Kitchen,0,,,,0,
Manami Japanese Restaurant,0,,,,0,
Manna Sweets & Restaurant,0,,,,1,
Moets Curry Pot,0,,,,1,
Mr. Sub,0,,,,2,
New Gaurav Dhaba,0,,,,0,
Pandit Ji Ki Apni Rasoi,0,,,,2,
Rajdhani Restaurant,0,,,,0,
Saraswati Food Corner,0,,,,1,
Shri Balaji Bhojnalaya,0,,,,1,
Swadist Bhojnalaya,0,,,,2,
Swiss Gourmessa,0,,,,0,
Truly Yours,0,,,,0,
Uttrakhand Hotel,0,,,,0,
Vandana Food Corner,0,,,,0,
Zaika Biryani,0,,,,0,
Buzz,3.4,,,,220,
Lighthouse 13,3.4,,,,570,
Berco's,3.8,,,,565,
The Great Kabab Factory,3.5,,,,498,
The Tea Place by Manjushree,4.1,,,,92,
Victoria,3.2,,,,20,
Aces - The Card Room,0,,,,2,
Curzon - The Royal Bar,0,,,,0,
London Eye - The Open Lounge,0,,,,0,
Lord's - The Sports Lounge,0,,,,1,
Viceroy - The Coffee Shop,0,,,,0,
Munch Nation,3.8,,,,727,
"34, Chowringhee Lane",3.2,,,,62,
Any Time Food,2.6,,,,52,
Bikaner Sweet House,3.2,,,,16,
Domino's Pizza,2.8,,,,94,
Giani,2.9,,,,39,
Grand Plaza,3.3,,,,255,
Great Wall,2.7,,,,47,
Healthy Food Station,3.1,,,,25,
Hostess Tasty Bites,3.1,,,,16,
Hot Pot,3.1,,,,105,
Kabab Factory,3,,,,12,
Keventers,3.1,,,,17,
Krishna Sweet House,3.3,,,,32,
Mitraz,3.4,,,,101,
Nut Khut Chaats & Snacks,3.2,,,,8,
Subway,3.4,,,,68,
The Host,2.7,,,,20,
Chacha Di Hatti,3.7,,,,78,
Cocoberry,3.5,,,,62,
Eating Corner,3.7,,,,142,
El Posto,3.5,,,,41,
McDonald's,3.6,,,,122,
Pizza Station,3.5,,,,20,
Puri Bakers,3.7,,,,128,
JAIL - Behind The Bar,4.1,,,,155,
Curry Shurry,3.3,,,,28,
Frontier,3.2,,,,15,
Hari Om Bhojnalaya,3.2,,,,21,
Nirmal's,2.7,,,,9,
Sardar A Pure Meat Shop,2.8,,,,13,
The Dragon Hucks,3.3,,,,97,
Green Chick Chop,3.5,,,,38,
New Arjun Bombay Pav Bhaji,3.8,,,,234,
Sweeter Delight,0,,,,3,
Madaari,4.3,,,,113,
Amritsari Express,3.4,,,,33,
Barista,3.1,,,,18,
Baskin Robbins,3.1,,,,6,
Bikano's Chat Cafe,2.7,,,,31,
Burger Singh,3.3,,,,19,
Cafe Grub,3.2,,,,13,
Chicago Pizza,2.9,,,,48,
Cocoberry,3.1,,,,25,
Dosa Plaza,3.2,,,,13,
Karim's,3.3,,,,79,
Kebab Xpress,3.2,,,,32,
Keventers,3.3,,,,11,
KFC,2.6,,,,87,
Paranthas 21,3.3,,,,28,
Subway,2.6,,,,69,
Wow! Momo,3.2,,,,41,
Berco's,3.5,,,,120,
Dunkin' Donuts,3.5,,,,107,
Giani's,3.5,,,,33,
The Beer Cafe,3.8,,,,371,
Basil Tree,2.4,,,,96,
Chaayos,4.1,,,,60,
QD's Restaurant,4.1,,,,137,
Ada e Handi Restaurant,2.6,,,,34,
Darjeeling Momos,2.9,,,,22,
Ingredients,3.3,,,,27,
Al Quresh,3.6,,,,62,
Angels in my Kitchen,3.5,,,,57,
Aapki Rasoi,3.1,,,,15,
Bats On Delivery,3.1,,,,17,
Bimbo Cakes,3.2,,,,10,
Burger Bros,3.1,,,,21,
Chinese Food Corner,2.5,,,,20,
CL Snacks,3.1,,,,7,
Kapoor's Sanjha Chulha,3,,,,5,
King's,3.2,,,,7,
Kumar Hotel,3.4,,,,57,
Kumar Pastry Shop,3.2,,,,31,
Midnight Adda,3,,,,6,
Mughlaai Daawat,2.9,,,,8,
Pindiwala,3,,,,4,
Pipes & Hipes,3,,,,8,
Sai Rasoi,3.1,,,,9,
Snaxpress Tastes & Cakes,2.9,,,,5,
Veggie Adda,3.4,,,,25,
C L Corner,3.8,,,,85,
Chin 10,3.5,,,,53,
Kati Roll Cottage,3.7,,,,39,
Kings Kulfi,3.7,,,,39,
Paramjeet Machi Wala,3.6,,,,99,
Rajan Corner,3.6,,,,20,
Amit Dhaba,0,,,,0,
Apni Rasoi,0,,,,0,
Chap Corner,0,,,,0,
Chinese Corner,0,,,,0,
Evergreen Punjabi Swad,0,,,,2,
Giani,0,,,,0,
Hot & Hot Shudhir Chinese Point,0,,,,0,
Hungerz Hub,0,,,,0,
Magic Mo:Mo Corner,0,,,,0,
Malhotra's Zayeeka,0,,,,1,
Moji Dhaba,0,,,,0,
Naughty 9 Kitchen & Bar,0,,,,3,
Street Chaat Chatoron Ka Adda,0,,,,0,
Syall Kotian Da Dhaba,0,,,,0,
Taaj Kitchen,0,,,,1,
Tirath Sweets,0,,,,0,
Tummyy Tull,0,,,,0,
34 Parkstreet Lane,2.9,,,,4,
Bhikaram Bhujawala,3,,,,5,
Chawla The Pastry Palace,2.9,,,,5,
Food Box,3,,,,4,
Foody Box,3.1,,,,8,
Giani,3.1,,,,9,
Green Chick Chop,3.1,,,,14,
Heaven's Shawarma,3,,,,6,
Hyderabad Spl. Chicken Biryani Point,3,,,,4,
Keshar,3,,,,4,
Madras Cafe,2.7,,,,11,
Milan Chole Bhature,3.1,,,,12,
New Laxmi Sweets,2.8,,,,11,
Pasta Hub,3.1,,,,7,
Patna Roll Center,3.1,,,,10,
Refuel,3.1,,,,6,
Saara Veg,3,,,,4,
SGF - Spice Grill Flame,3.1,,,,8,
Shivam Corner,3,,,,14,
Swad Mubarak,3,,,,11,
The Little Fork,3.1,,,,5,
The Metro Fast Food,2.6,,,,6,
Tibet Kujing,2.9,,,,11,
Yummy Adda,3.5,,,,14,
Bawarchi's Canteen,0,,,,0,
Bikaner Restaurant,0,,,,0,
Bikaner Sweets Chaat cafe,0,,,,0,
Brijwasi,0,,,,0,
Chaap Chaska,0,,,,1,
Delhi Chaap Express,0,,,,3,
Delhi Chaat Bhandar,0,,,,0,
Delhite P??tisserie,0,,,,1,
Desi Dhaba,0,,,,0,
Desi Thaat Amritsari Naan,0,,,,0,
Dhaba Express,0,,,,0,
Flavours Kitchen,0,,,,1,
Food Campus,0,,,,0,
Fresh Fast Food,0,,,,0,
Gungun Tiffin Services,0,,,,0,
Happy Italiano,0,,,,0,
Haryana Bhojnalaya,0,,,,0,
Hasty Tasty,0,,,,1,
Inam Muradabadi,0,,,,1,
Just In,0,,,,0,
Jyoti Dhaba,0,,,,0,
Lasha Chinese Food,0,,,,1,
Lasha Chinese Food,0,,,,2,
Lily Tasty Fast Food,0,,,,1,
Maa Vaishno Dinesh Dhaba,0,,,,1,
Madras Cafe,0,,,,0,
NIK's Chicken Corner,0,,,,0,
Om Shanti Foods,0,,,,0,
Panj Tara,0,,,,0,
Pasta Pizza & Roll Hut,0,,,,0,
Pheva Tandooris,0,,,,0,
Punjabi Delight,0,,,,0,
Punjabi Parantha Station and Punjabi Thali,0,,,,2,
Punjabi Paratha Station,0,,,,1,
Raja Rasoi,0,,,,0,
Rollacious,0,,,,3,
Singh Chicken,0,,,,3,
Special Tea Point,0,,,,0,
Spl. Flavour Sodas & Fruit shakes,0,,,,0,
Student Corner,0,,,,0,
Taneja Corner,0,,,,0,
Taste Zone,0,,,,0,
Tea Point,0,,,,0,
West Bangal Kolkata Hot Kathi Rolls,0,,,,1,
Asli Alam Muradabadi Biryani Centre,2.8,,,,22,
Cafe Rasoi,3.2,,,,11,
Chinese Food,2.9,,,,8,
Green Chick Chop,2.9,,,,10,
Hasty Tasty,3.3,,,,86,
Hunter's Kitchen,3,,,,6,
Manahang Restaurant,3.2,,,,12,
Mezbaan Restaurant,3.4,,,,135,
Moon Light Sweets,3.3,,,,16,
North East Castle,2.9,,,,4,
Pizza Point,2.9,,,,10,
Roll Point,2.8,,,,7,
Sanjha Tandoor,2.8,,,,17,
Sayyam,2.7,,,,16,
Shiv Bhojnalaya,2.8,,,,12,
Subway,3.4,,,,78,
Take Away,2.9,,,,20,
Vedanta's,2.7,,,,66,
Asian Chopstick,3.5,,,,27,
Chinese Delights,3.5,,,,21,
Dezertfox,3.7,,,,21,
Aggarwal Sweets,0,,,,1,
Aggarwal Sweets,0,,,,2,
Al Meraj Chicken Shop,0,,,,0,
Chinese Food Corner,0,,,,0,
Creative Food House,0,,,,3,
D.A.A.,0,,,,0,
Dee Cake Shop,0,,,,3,
Jaca Restaurant,0,,,,0,
King Of Roll,0,,,,0,
Kirti Food Plaza,0,,,,0,
KT's Shik-Shack,0,,,,1,
Namaste Restaurant,0,,,,1,
Nishaj Chicken Corner,0,,,,0,
Royal Bakery,0,,,,2,
S.R. Bakers,0,,,,0,
Shahi Muradabadi,0,,,,0,
Shree Vinayaga Restaurant,0,,,,0,
The Cake Basket,0,,,,1,
The Pure Kitchen,0,,,,0,
The Yolmo Kitchen,0,,,,0,
Zawlbuk,0,,,,2,
Anupam Restaurant,2.3,,,,32,
Bobby Di Punjabi Rasoi,2.9,,,,4,
Aditya Da Vaishno Dhaba,0,,,,0,
Aggarwal Bikaner Sweets,0,,,,1,
Aggarwal Sweet Centre,0,,,,1,
Anjel China & Tibetian Food,0,,,,0,
Annpurna Rasoi,0,,,,0,
Apni Rasoi,0,,,,0,
Bajrang Misthan Bhawan,0,,,,0,
Bake Town,0,,,,0,
Bikaner Sweets & Restaurant,0,,,,0,
Brown Town Bakers,0,,,,1,
Captain Food Factory,0,,,,1,
Cheffron Bakery,0,,,,2,
Chicken Darwar,0,,,,0,
Chili's Treat,0,,,,3,
Chilli Tadka,0,,,,0,
Chinese Food Point,0,,,,0,
Chinese Temptation,0,,,,2,
Dana Pani,0,,,,0,
Dev Sweets & Restaurant,0,,,,1,
Dilli Darbar Chicken Point,0,,,,0,
Food Point and Sweets Corner,0,,,,2,
Green Chick Chop,0,,,,0,
Grover Burfee & Cakes,0,,,,0,
Hans's Planet-F,0,,,,0,
Hotel Delhi 43,0,,,,0,
Kanhaiya Fast Food,0,,,,0,
Karol Bagh Ke Chhole Bhature,0,,,,0,
King's Food,0,,,,0,
Lamba Sweets Corner,0,,,,2,
Laxmi Food Corner,0,,,,0,
Lounge Bakery,0,,,,0,
Mehtaab Sweet Corner & Restaurant,0,,,,0,
Melting Food Point,0,,,,0,
Mithla Dhabha,0,,,,1,
Mittal Caterer,0,,,,2,
Mittal Restaurant & Fast Food,0,,,,0,
NBC Nirankari Bakers,0,,,,1,
Pind Balluchi,0,,,,0,
Prem Chinese Fast Food,0,,,,0,
Punjabi Rasoi,0,,,,0,
Punjabi Special,0,,,,2,
Radhe Shyam Dhaba,0,,,,0,
Raj Rasoi,0,,,,2,
Raju De Special Paneer Wale,0,,,,0,
Sangeeta Dhaba,0,,,,0,
Sat Narayan Fast Food,0,,,,1,
Shahi Chicken Point,0,,,,0,
Sharma Sweets,0,,,,0,
Shere Hind Chicken Corner,0,,,,0,
Shiv Shakti Dhaba,0,,,,0,
Shree Shyam Sweets,0,,,,0,
Shri Shyam Ji Shudh Shakahari Bhojnalaya,0,,,,0,
Sky Hawk,0,,,,1,
Snack Shack,0,,,,0,
Soya Bite's,0,,,,1,
Soya Bite's,0,,,,1,
Taj Mahal Dhaba,0,,,,2,
Yadav Sweets,0,,,,1,
Yummy Chinese Food,0,,,,1,
Aggarwal Sweets Corner,0,,,,0,
Anand Sweets,0,,,,1,
Annapurna Sweets Palace,0,,,,1,
Aujla's Punjabi Zaika,0,,,,0,
Baba Ji,0,,,,0,
Babu Soup Wala,0,,,,0,
Baketown By Gagan Bakers,0,,,,0,
Bala Ji Rasoi,0,,,,0,
Bansiwala Sweets & Caterers,0,,,,0,
Best Chicken Corner,0,,,,0,
Bhardwaj Bakery,0,,,,0,
Bikaner Sweets & Restaurant,0,,,,0,
Classic Chef Corner,0,,,,0,
Dabas Ke Special Chole Bhature,0,,,,0,
Daily Belly,0,,,,0,
Deep Bakery And Cake,0,,,,0,
Dhaba NH10,0,,,,0,
Dilkhush Dhaba,0,,,,0,
Do Bhai Paneer Wale And Sweets,0,,,,0,
Dosa and Pizza Corner,0,,,,0,
Gulati Ki Rasoi,0,,,,0,
JMD Family Restaurant,0,,,,0,
Jyoti Sweets,0,,,,0,
Khana Khazana,0,,,,0,
Krishna Panjabi Rasoi,0,,,,1,
Lazeez Zaika,0,,,,1,
Mannat Chinese Fast Food,0,,,,0,
Pizza Hot,0,,,,0,
Raju Fast Food,0,,,,0,
Ramesh Caterers & Dhaba,0,,,,0,
Sethi's Express,0,,,,0,
Shahi Chicken Biryani Corner,0,,,,0,
Spicy Curry,0,,,,0,
Super Star Restaurant,0,,,,1,
Swagi Food Corner,0,,,,0,
Taoji Ke Amratsari Naan,0,,,,0,
TCW Chaat Point,0,,,,0,
The Food Express,0,,,,1,
The Pizza Family,0,,,,0,
The Regal Chicken Corner,0,,,,0,
Welcome Rasoi,0,,,,0,
Agarwal Sweets,3,,,,8,
Aurangzeb Rd,3.4,,,,23,
Bengali Sweet Corner,3,,,,7,
Cafe Coffee Day,2.6,,,,23,
Chinese K. Food,2.9,,,,4,
Chocowell,3.2,,,,15,
Choice,3,,,,4,
Desi Street,3.1,,,,13,
Enigma Lounge,2.8,,,,8,
Flavors Of London,3,,,,7,
Frontier,3,,,,4,
Green Chick Chop,3.2,,,,16,
Hot House Grill,3.2,,,,10,
Kanshi Ram Chole Kulche Wala,3.4,,,,13,
Kents Fast Food,2.8,,,,12,
Paharia Meat & Chicken Shop,2.8,,,,12,
Palji Corner,3.3,,,,30,
Paratha Hi Paratha,3.1,,,,10,
Picasso Roof Top,3.1,,,,15,
RK Dosa,2.8,,,,12,
Sandoz,2.6,,,,32,
Sardar Ji,3,,,,7,
Satkar Fast Food,2.8,,,,20,
Sweetheart Cupcakes,3.1,,,,21,
The Earthen Grill,3.2,,,,14,
Twenty Four Seven,2.8,,,,14,
A Patisseries Gallery,0,,,,0,
Aggarwal Bikaneri Sweets,0,,,,0,
Aggarwal Sweets & Bakers,0,,,,1,
Avatar Da Dhaba,0,,,,0,
Bengali Restaurant,0,,,,0,
Biryani Express,0,,,,0,
Brahm Point Fast Food,0,,,,0,
Chinese Hot,0,,,,1,
Curry Man,0,,,,0,
Diya Chinese Food,0,,,,0,
Foodies,0,,,,0,
Fresh Meat CO,0,,,,0,
Hans Fast Food Center,0,,,,2,
Happy Hours,0,,,,0,
Khalsa Eating Point,0,,,,0,
Krishna Yummy Foods,0,,,,1,
Laxmi Dhaba,0,,,,1,
Milan Shudh Vaishno,0,,,,3,
Milko Sweets Corner,0,,,,2,
New Punjabi Chaap Corner,0,,,,0,
Nik's Chawla Chik Inn,0,,,,2,
Paras Corner,0,,,,0,
Punjabi Tadka,0,,,,0,
Sardar A Pure Meat Shop,0,,,,0,
Shahi Hyderbadi Biryani,0,,,,0,
Shashi's China Wok,0,,,,2,
Urban Palate,0,,,,0,
Wrapss,0,,,,1,
China Kitchen,0,,,,0,
Chowringhee,0,,,,0,
D-Food,0,,,,0,
Kith N Kin Cafeteria,0,,,,0,
Lazeez Rasoi,0,,,,0,
Red Rose Restaurant,0,,,,0,
Shri Bikaner Sweets & Restaurant,0,,,,0,
Welcome Family Restaurant,0,,,,0,
Al Bake,2.7,,,,38,
Americana Kitchen and Bar,2.8,,,,105,
Bawa Snacks Corner,2.8,,,,11,
Bhimsain's Bengali Sweet House,2.9,,,,4,
Cafe Coffee Day,3.1,,,,13,
Cafe Coffee Day,3,,,,38,
Dolce Gelato,3.2,,,,9,
Domino's Pizza,3,,,,71,
Gopala,3,,,,12,
New Punjabi Khana,3.1,,,,8,
New Vishal Corner,3.1,,,,14,
Punjabi Khana,3.2,,,,14,
Rajshree,3.1,,,,11,
Snack Junction,3,,,,27,
Sona,3.4,,,,29,
Southy,2.5,,,,94,
The First Floor,3.1,,,,14,
Hype,3.7,,,,142,
McDonald's,3.7,,,,177,
New Punjabi Khana,3.9,,,,104,
Pizza Hut Delivery,3.6,,,,103,
Shree Rathnam,3.6,,,,58,
Subway,3.6,,,,142,
Al Mughal,0,,,,2,
Anupama Restaurant,0,,,,1,
Cafe Einstein,0,,,,1,
Delicious Eating Corner,0,,,,0,
Gupta Rasoi,0,,,,1,
Paras Chicken Point,0,,,,1,
Ralhan Eating Corner,0,,,,0,
Pind Balluchi,2.4,,,,184,
Oh! Calcutta,4.4,,,,1293,
Alcoholic Lounge & Bar,2.8,,,,21,
Baljeet's Amritsari Koolcha,3.1,,,,110,
Bikanervala,3.4,,,,89,
Cafe Coffee Day,3.3,,,,32,
Chicago Pizza,3.4,,,,42,
Cocoberry,3.3,,,,32,
Dilli Chaap Wale,3.4,,,,24,
Dips,2.8,,,,23,
Domino's Pizza,3.4,,,,85,
Gullu's,2.9,,,,45,
Hashtag Foods,3.4,,,,80,
Mini Meals,2.7,,,,66,
No Name - Taste Hi Kaafi Hai,3.2,,,,31,
Pind Balluchi,2.7,,,,261,
Pizza Hut,3.3,,,,211,
Raj Bhature wala,3.4,,,,84,
Rolls Tiger,3.4,,,,49,
SGF - Spice Grill Flame,3.4,,,,80,
Smoksha Cafe and Lounge,3.4,,,,60,
Subway,3.4,,,,131,
Sura Vie,3.4,,,,391,
Billu's Hut,3.9,,,,813,
BTW,3.7,,,,459,
Burger King,3.6,,,,426,
Cafe Coffee Day,3.5,,,,50,
Chills 'n' Grills,3.6,,,,69,
Fusion N Food,3.8,,,,22,
Giani,3.6,,,,87,
Hot Spot,3.8,,,,201,
La Americana,3.6,,,,139,
Mogambo Khush Hua,3.8,,,,121,
Niti Shake & Ice Cream Hub,3.8,,,,23,
Pacific Asia,3.7,,,,151,
Papa Veg Chinese Food,3.8,,,,29,
Pasta Hut,3.5,,,,82,
Ram G Snacks & Food Corner,3.5,,,,34,
Sandwich King,3.8,,,,99,
Shake Eat Up,3.9,,,,155,
Starbucks,3.7,,,,294,
The Chai Story,3.6,,,,22,
Themis Barbecue House,3.8,,,,457,
Utsav,3.5,,,,13,
Barbeque Nation,4.1,,,,937,
Bistro 57,4,,,,20,
Calendar Khana Laao,4.2,,,,42,
Chaayos,4.1,,,,156,
Eleven Course,4,,,,537,
Sinciti,4,,,,277,
Admission Lounge,2.7,,,,24,
Al Zaika,2.9,,,,8,
Angels in my Kitchen,3.2,,,,88,
Asian Curry,3,,,,5,
Chaska,3.3,,,,47,
Chik Chow,3.3,,,,62,
Deep Sweet Corner,2.7,,,,16,
Deepika Khaitan's Cakes,2.9,,,,4,
Dhaba On Wheels,2.7,,,,15,
Domino's Pizza,2.8,,,,95,
Evergreen Sweets,2.8,,,,14,
Gopala,3,,,,7,
Green Chick Chop,3,,,,12,
Halal Pizza Fun,3.1,,,,7,
Keventers,3.3,,,,13,
Khan Chicken Biryani,2.9,,,,9,
McDonald's,3.4,,,,127,
Midnight Bites,3.1,,,,10,
Moti Mahal Delux,2.9,,,,44,
MT Everest Food Corner,2.9,,,,28,
Muradabad Ki Mashoor Sama Chicken Biryani,2.9,,,,5,
New Laziz,2.9,,,,6,
Talab South Indian Restaurant,2.7,,,,14,
Tipu Sultan Chicken Point,3.2,,,,27,
Yo Wok,2.8,,,,4,
Zoet Desserts,3,,,,8,
Zooby's Kitchen,2.8,,,,21,
Hotel Malabar,3.6,,,,129,
Hwealthcafe,3.5,,,,29,
Noorjahan,3.8,,,,17,
Pizza Hut Delivery,3.9,,,,189,
Sushiya Express,3.5,,,,30,
Tuptakes,3.6,,,,52,
Annapurna Food Point,0,,,,1,
Arabian & Turkish Caf??,0,,,,0,
Brij Palace Restaurant,0,,,,2,
Bruncheez,0,,,,2,
Buena Tierra,0,,,,2,
Cafe Coffee Day,0,,,,2,
Chokoreto - The Cake Design Studio,0,,,,1,
Crazylicious Cakes N Desserts,0,,,,2,
Halal Pizza 'n' Joy,0,,,,2,
Shree Bhojnalaya,0,,,,0,
Shree Laxmi Dhaba,0,,,,3,
Swaad Restaurant,0,,,,2,
The Bay Leaf,0,,,,1,
Lotus Pond,4.2,,,,391,
Cafe Turtle,3.2,,,,36,
Gulfam Kashmiri Wazwan,3.4,,,,38,
Kit Care Kabab Corner,2.9,,,,10,
Liter Basar,3.1,,,,7,
N. Iqbal Restaurant,3.2,,,,40,
Ghalib Kabab Corner,3.9,,,,251,
Karim's,3.7,,,,360,
Chick Fish Point,0,,,,2,
Monis Kada Hotel,0,,,,0,
Comesum,2.2,,,,251,
Lunch Express,3.3,,,,27,
Aloo Bhaji Restaurant,0,,,,0,
Chinese Corner,0,,,,0,
Gupta Bhojnalya,0,,,,0,
Sam's 22,0,,,,0,
The Bakery,0,,,,0,
