Restaurant Name,Has Online delivery,UNIQUE,Count,percentage,Aggregate rating,average
Mr. Bake,No,,,,0,
Mughal-E-Zaika,No,,,,0,
Mukesh Bhojnalaya,No,,,,0,
New Royal Blue Dhaba,No,,,,0,
New Sharma Chicken Corner,No,,,,0,
Pakwan,No,,,,0,
Pizza Corner,No,,,,0,
Pokhreli Kitchen,No,,,,0,
Rasoi,No,,,,0,
Satya Dhaba,No,,,,0,
Sha-O-Lin Chinese Fast Food,No,,,,0,
Shahi Chicken Corner,No,,,,0,
Shama Muradabadi,No,,,,0,
Sunil Punjabi Dhaba,No,,,,0,
Sunita Dhaba,No,,,,0,
Taste of India,No,,,,0,
U.P. Al-Flah Restaurant,No,,,,0,
Vaishno Da Dhaba,No,,,,0,
Yadav Sweets,No,,,,0,
The Cavalry Bar - Maidens Hotel,No,,,,2.7,
The Curzon Room - Maidens Hotel,No,,,,3.4,
The Garden Terrace - Maidens Hotel,No,,,,3.3,
Ama Rabsel House,No,,,,3,
Cafe Plus,No,,,,3.2,
Hornbill,No,,,,3.1,
Orange Cafe & Restaurant,No,,,,3.1,
ABC Restaurant,No,,,,0,
Achi Restaurant,No,,,,0,
Asian House Restaurant,No,,,,0,
Cafe 59,No,,,,0,
Drepung Loselling,No,,,,0,
Dus Bab,No,,,,0,
DZI House,No,,,,0,
Good Luck Cafe,No,,,,0,
Kathmandu,No,,,,0,
Kullu Manali Restaurant,No,,,,0,
Lhamo's Kitchen,No,,,,0,
Lhasa Manthang Restaurant,No,,,,0,
Lhasa Thali House,No,,,,0,
Little Tibet,No,,,,0,
Lotus House Restaurant,No,,,,0,
Mahi Rasoi,No,,,,0,
New Open Restaurant,No,,,,0,
Rooftop Restaurant,No,,,,0,
Somang House Restaurant,No,,,,0,
Tandoori Khazana,No,,,,0,
Tsopema Restaurant,No,,,,0,
33 Food,Yes,,,,3.2,
Burger Point,No,,,,3.3,
Cafe Blur,No,,,,3.1,
Cafe Coffee Day,No,,,,2.5,
Cafe Rendezvous,Yes,,,,3.3,
Cakes & Bakes,No,,,,3.4,
Chatorey Chacha,No,,,,3.3,
Chilli Dragon,Yes,,,,3.3,
DCK- Dana Choga's Kitchen,Yes,,,,3.4,
Divya's Rimpy Restaurant,No,,,,3.2,
Express Dhaba,Yes,,,,2.7,
Go Foodie,No,,,,3.3,
Health Pan,Yes,,,,3.4,
Karim's,Yes,,,,3,
Karuna,No,,,,3,
Kathi,Yes,,,,2.8,
King Chilly Kitchen,Yes,,,,3.2,
Kolhapuri Veg Non-Veg Foods,Yes,,,,3.3,
Mehfil Dhaba,No,,,,3.4,
Moti Mahal Delux - Legendary Culinary,Yes,,,,2.6,
Open Oven,Yes,,,,3.4,
Paapi Paet,Yes,,,,3.3,
Pepper Corn Express,Yes,,,,3.4,
Pinch Of China,No,,,,3.2,
Pizza Hut Delivery,Yes,,,,2.8,
Punjabee's Darbar,Yes,,,,3,
Ramjee's,Yes,,,,3.3,
Rollmaal,Yes,,,,3.4,
Shaolin,Yes,,,,3.4,
Subway,Yes,,,,2.8,
The Chocolate Room,Yes,,,,3.4,
The Delhi Heights,Yes,,,,2.8,
Thok (The House of Kakori),Yes,,,,3.4,
Uloo,Yes,,,,3.2,
Vadapav Junction & More,Yes,,,,3.3,
Behrouz Biryani,Yes,,,,3.6,
Beliram Degchiwala,Yes,,,,3.5,
Bhukkhar,Yes,,,,3.9,
Biryani Blues,Yes,,,,3.9,
Bun Intended,Yes,,,,3.9,
Casa Asia,Yes,,,,3.8,
Chic Fish,Yes,,,,3.5,
Dunkin' Donuts,Yes,,,,3.6,
Farratta,Yes,,,,3.7,
Flavors of Chennai,Yes,,,,3.7,
Food For Thought,Yes,,,,3.8,
FreshMenu,Yes,,,,3.7,
Giani's,Yes,,,,3.7,
Gopala,No,,,,3.8,
Green Chick Chop,No,,,,3.5,
Hunger Must Die,Yes,,,,3.7,
Kolkata Kathi Roll,No,,,,3.6,
Max Grille and Kitchen,Yes,,,,3.5,
Moti Sweets,No,,,,3.6,
Nazeer Foods,No,,,,3.6,
Nikashee,No,,,,3.7,
Noodle Box,Yes,,,,3.5,
Pema's,Yes,,,,3.6,
Plumber - The Lounge,No,,,,3.9,
Pudding & Pie,No,,,,3.7,
RP's Restaurant,Yes,,,,3.5,
Soi Thai,Yes,,,,3.6,
Speedy Chow,Yes,,,,3.6,
Stoned Age Kitchen,Yes,,,,3.9,
Suribachi,Yes,,,,3.5,
Swagath,No,,,,3.5,
The Delhi Canteen,Yes,,,,3.6,
The Grill Kitchen,Yes,,,,3.8,
The Midnight Heroes,Yes,,,,3.7,
The Salad Bowl,Yes,,,,3.5,
Domino's Pizza,No,,,,2.3,
Food Army,Yes,,,,2.3,
Moti Restaurant,Yes,,,,2.4,
New Baba Da Dhaba,Yes,,,,2,
Tunday Kababi,Yes,,,,2.2,
Dilli BC,Yes,,,,4.4,
Litti.In,Yes,,,,4,
Nizam's Kathi Kabab,Yes,,,,4,
Pepper Kitchen,Yes,,,,4,
Rustom's Cafe & Bakery,Yes,,,,4.1,
Salad Days,Yes,,,,4,
Stop My Starvation,Yes,,,,4.3,
Sushi Junction,Yes,,,,4,
Vero Gusto,Yes,,,,4.1,
Snack Junction,No,,,,3.2,
Turant,No,,,,3.3,
Snacks Point,No,,,,0,
The Sweet Spot,No,,,,0,
Kafe @ Museum,No,,,,0,
Friends Cafe,No,,,,0,
Aromas of Pind,Yes,,,,4.2,
Apna Dhaba and Caters,No,,,,3.2,
Green Chick Chop,Yes,,,,2.7,
Jai Shree Durga South Indian Corner,No,,,,3,
Malabar Catering House,No,,,,3.2,
Meenakshi Bhawan,No,,,,3.1,
New Raja Sweets,No,,,,2.9,
Pizza Treat,No,,,,3,
Pudding & Pie,No,,,,3.1,
Rita Chinese Food,No,,,,3.1,
Vibes of Punjab,No,,,,3.2,
Ramji Di Hatti & Caterers,No,,,,3.5,
Spicy Tadka,Yes,,,,3.5,
Mr. Tandoori Lal,No,,,,0,
Om Sweets & Caterers,No,,,,0,
Sardar Ji Take Away & Caterers,No,,,,0,
9 is Mine,Yes,,,,2.6,
Aashirwad,No,,,,3.2,
Aggarwal Sweet & Bakers,No,,,,2.9,
Amit Hotel,No,,,,2.9,
Angrezee Dhaba,Yes,,,,2.8,
Ankur Family Restaurant,No,,,,2.9,
Bansal Sweet,No,,,,2.7,
Baskin Robbins,Yes,,,,3.1,
Caravan Resto Bar,Yes,,,,3.2,
Celebration Multi Cuisine Restaurant,No,,,,2.7,
Chatto Chapati,No,,,,3,
Chawla's?_,No,,,,2.7,
China Town,Yes,,,,2.7,
China Town,No,,,,2.7,
Dazzle Pastry Shop,No,,,,2.6,
Delicacy Foods,No,,,,3.2,
Dolphin Rolls,No,,,,2.9,
Durbar Restaurant,No,,,,2.7,
Ever Green Pastry Shop,No,,,,3.1,
Evergreen Sweets Corner,No,,,,3,
Great Plates By AJ,Yes,,,,3.1,
Green Chick Chop,No,,,,3.2,
Haqeem's,No,,,,2.7,
Himalaya Food Corner,No,,,,2.7,
Hot Joint Fast Food,No,,,,2.6,
Hyderabadi Dum Biryani,Yes,,,,2.7,
Kasturi Family Restaurant,Yes,,,,3,
Kerala Cafe,No,,,,3.3,
Keuchen Paradise,Yes,,,,2.8,
Kook For Health,Yes,,,,3.3,
Lahorian's Sweets & Bakers,No,,,,2.9,
Mr. Baker's,No,,,,3,
Night Food Delivery,Yes,,,,2.7,
Nine 2 Nine Snacks & Restaurant,No,,,,2.9,
Punjabi Mirch,No,,,,3,
Rasoi The Food Express,Yes,,,,2.6,
Republic of Chicken,No,,,,2.8,
Sandwichai,Yes,,,,3.3,
SB's Raisins,Yes,,,,2.8,
Shanghai Kitchen,No,,,,3.1,
Shiv Shakti Restaurant,No,,,,3,
Smoky Chettinad,No,,,,2.8,
Spice Fusion,No,,,,3.1,
Sweet Toof Designer Cakes,No,,,,3.1,
The Chef,Yes,,,,3.2,
The Edge Cafe,Yes,,,,3.1,
The Epicure - Fraser Suites,No,,,,3.1,
Udupidarshini Veg Restaurant,Yes,,,,3.4,
36 lebzelter,No,,,,3.7,
Baked Buns,Yes,,,,3.6,
Freakin Beans,No,,,,3.7,
Nutri Cafe,Yes,,,,3.7,
Senorita's,No,,,,3.7,
Village - The House of Food,Yes,,,,3.7,
Aman Vaishno Dhaba,No,,,,0,
Anupam Hotel,No,,,,0,
Bake Bank,No,,,,0,
Buzybee,No,,,,0,
Cafe Tandoor,No,,,,0,
Chawlas 2,No,,,,0,
Choksi Chinese,No,,,,0,
Desi Chulha,No,,,,0,
Fumble Foods,No,,,,0,
Games v/s Cafe,No,,,,0,
Goodies- Snacks N More,No,,,,0,
Grubhouse Cafe,No,,,,0,
Mr. Baker's,No,,,,0,
Muradabadi Chicken Biryani & Dhaba,No,,,,0,
Pakiza Restaurant,No,,,,0,
Riddhi Siddhi Restaurant,No,,,,0,
Rockers & Shockers,No,,,,0,
Saikutir Food,No,,,,0,
Satnaam Foods,No,,,,0,
Senorita's,No,,,,0,
Shri Bala Ji Rasoi,No,,,,0,
South Indian,No,,,,0,
Tip Top Eating Corner,No,,,,0,
ToLoveFromLove,No,,,,0,
Tripti Foods,No,,,,0,
U Like,No,,,,0,
Zayka chicken restaurant,No,,,,0,
Cafe Coffee Day,No,,,,2.4,
Food Fantasy,Yes,,,,2.4,
Just Chinese,Yes,,,,2.4,
Agarwal Bikaneri Sweets,No,,,,3.1,
Bikaner Sweets,No,,,,2.8,
Breadz,Yes,,,,3.3,
Desi Jugaad,No,,,,3.2,
Food Trax,No,,,,2.9,
Hub Tub,No,,,,3,
Malabar Foods,Yes,,,,2.7,
Mitra Di Chaap,No,,,,3,
New Hyderabadi Biryani House,Yes,,,,2.5,
New Madras Cafe,No,,,,2.8,
Roll Club,No,,,,3.2,
Sanju Cool & Hot Hut,No,,,,2.8,
Sethi's Kabab & Curries,No,,,,3.1,
South Indian Fast Food,No,,,,3.3,
Sweets and Spices,No,,,,2.8,
Urban Degchi Kitchen & Bar,Yes,,,,2.6,
Wah Ji Wah,Yes,,,,3.1,
Zaiqa Kathi Roll & Momos,No,,,,3.3,
Duggal Snacks,No,,,,3.6,
Granny's Flavour,No,,,,3.5,
Moustache Coffee,Yes,,,,3.7,
Pradeep Pav Bhaji,No,,,,3.8,
Sandwich Factory,Yes,,,,3.9,
Scorpio Cafe,Yes,,,,3.7,
Veggie-Licious,Yes,,,,3.6,
Creamy Creation,No,,,,0,
Evergreen Food Corner,No,,,,0,
K.D Corner,No,,,,0,
Slice Of Italy,Yes,,,,2.2,
Anokha Chinese Hut,No,,,,2.6,
Bobby Dhaba & Caterers,No,,,,3.1,
Clever Fox Cafe,No,,,,3,
Dana Pani,No,,,,2.8,
Hotel Malabar,No,,,,3,
Lumbini Fast Point,No,,,,3,
Mayur Restaurant,No,,,,2.8,
MOC - The American Restaurant,No,,,,2.6,
Muradabadi Chicken Biryani,No,,,,3.3,
New Aggarwal Sweet Corner,No,,,,2.7,
Pizza Castle,Yes,,,,2.7,
Punjabi Dhaba,No,,,,3,
Qureshi Chicken Corner,No,,,,3,
Samarpan Fast Food,No,,,,2.9,
Shaan-E-Tandoorz,No,,,,2.9,
Sonu Sudh Bhojnalaya,No,,,,2.8,
The Test,No,,,,2.9,
True Blue,No,,,,3.3,
Zaika Kathi Rolls,No,,,,3,
Baked Buns,Yes,,,,3.5,
A One Muradabadi,No,,,,0,
Annapurna,No,,,,0,
Cake Walkers,No,,,,0,
Harish And Sonu Sudh Bhojnalya,No,,,,0,
Mitra Da Dhaba,No,,,,0,
Munchies Midnight Delivery,No,,,,0,
Muradabadi Chicken Corner,No,,,,0,
Riyaz Chicken Corner,No,,,,0,
Romano's Pizza,No,,,,0,
Royal Spice,No,,,,0,
Sonu Bhojanalya,No,,,,0,
The Deshi Bites,No,,,,0,
Green Chick Chop,No,,,,3,
Mahara Hotel,No,,,,2.9,
Malik Vegetarian Rasoi,No,,,,2.9,
Yash Aadi Food Corner,No,,,,2.9,
#hashtag,No,,,,0,
Al Zaika,No,,,,0,
Ashiyan Foods,No,,,,0,
Bake My Day,No,,,,0,
Bhutani Chaap,No,,,,0,
China Pan,No,,,,0,
Chinese Fast Food,No,,,,0,
Dilkhush Punjabi Dhaba,No,,,,0,
Dragun Hut,No,,,,0,
Giani's,No,,,,0,
Kathi House,No,,,,0,
Kerala Kitchen & Restaurant,No,,,,0,
Retro Kichen,No,,,,0,
The China Town,No,,,,0,
The Urban Dhaba,No,,,,0,
Twenty Four Seven,No,,,,0,
McDonald's,No,,,,3.4,
Moti Mahal Delux Tandoori Trail,Yes,,,,3.2,
Pizza Hut,No,,,,2.8,
Dill's Chawla Chik-Inn,No,,,,2.9,
Tandoori Zaaika,No,,,,3,
Aap Ki Khatir,No,,,,0,
Aggarwal Sweets,No,,,,0,
Baskin Robbins,No,,,,0,
Bikaner Sweets,No,,,,0,
Bollywood Khana,No,,,,0,
Cake And Bakes,No,,,,0,
Cake Point,Yes,,,,0,
Chinese Corner,No,,,,0,
Choudhary Dhaba,No,,,,0,
Green Chick Chop,No,,,,0,
Green Chick Chop,No,,,,0,
Gujjar Dhaba,No,,,,0,
Hotel Aditi,No,,,,0,
JMD Food Palace,No,,,,0,
Kitchen Namaste,No,,,,0,
Lajawab Chicken & Fish Fry,No,,,,0,
Lotus Kitchen,No,,,,0,
Manami Japanese Restaurant,No,,,,0,
Manna Sweets & Restaurant,No,,,,0,
Moets Curry Pot,No,,,,0,
Mr. Sub,No,,,,0,
New Gaurav Dhaba,No,,,,0,
Pandit Ji Ki Apni Rasoi,Yes,,,,0,
Rajdhani Restaurant,No,,,,0,
Saraswati Food Corner,No,,,,0,
Shri Balaji Bhojnalaya,No,,,,0,
Swadist Bhojnalaya,No,,,,0,
Swiss Gourmessa,No,,,,0,
Truly Yours,No,,,,0,
Uttrakhand Hotel,No,,,,0,
Vandana Food Corner,No,,,,0,
Zaika Biryani,No,,,,0,
Buzz,Yes,,,,3.4,
Lighthouse 13,No,,,,3.4,
Berco's,Yes,,,,3.8,
The Great Kabab Factory,Yes,,,,3.5,
The Tea Place by Manjushree,No,,,,4.1,
Victoria,No,,,,3.2,
Aces - The Card Room,No,,,,0,
Curzon - The Royal Bar,No,,,,0,
London Eye - The Open Lounge,No,,,,0,
Lord's - The Sports Lounge,No,,,,0,
Viceroy - The Coffee Shop,No,,,,0,
Munch Nation,Yes,,,,3.8,
"34, Chowringhee Lane",No,,,,3.2,
Any Time Food,Yes,,,,2.6,
Bikaner Sweet House,No,,,,3.2,
Domino's Pizza,No,,,,2.8,
Giani,Yes,,,,2.9,
Grand Plaza,Yes,,,,3.3,
Great Wall,No,,,,2.7,
Healthy Food Station,Yes,,,,3.1,
Hostess Tasty Bites,No,,,,3.1,
Hot Pot,No,,,,3.1,
Kabab Factory,No,,,,3,
Keventers,No,,,,3.1,
Krishna Sweet House,No,,,,3.3,
Mitraz,Yes,,,,3.4,
Nut Khut Chaats & Snacks,No,,,,3.2,
Subway,Yes,,,,3.4,
The Host,No,,,,2.7,
Chacha Di Hatti,No,,,,3.7,
Cocoberry,No,,,,3.5,
Eating Corner,No,,,,3.7,
El Posto,No,,,,3.5,
McDonald's,Yes,,,,3.6,
Pizza Station,No,,,,3.5,
Puri Bakers,No,,,,3.7,
JAIL - Behind The Bar,Yes,,,,4.1,
Curry Shurry,Yes,,,,3.3,
Frontier,No,,,,3.2,
Hari Om Bhojnalaya,No,,,,3.2,
Nirmal's,No,,,,2.7,
Sardar A Pure Meat Shop,No,,,,2.8,
The Dragon Hucks,No,,,,3.3,
Green Chick Chop,No,,,,3.5,
New Arjun Bombay Pav Bhaji,No,,,,3.8,
Sweeter Delight,No,,,,0,
Madaari,No,,,,4.3,
Amritsari Express,No,,,,3.4,
Barista,No,,,,3.1,
Baskin Robbins,No,,,,3.1,
Bikano's Chat Cafe,No,,,,2.7,
Burger Singh,Yes,,,,3.3,
Cafe Grub,No,,,,3.2,
Chicago Pizza,No,,,,2.9,
Cocoberry,No,,,,3.1,
Dosa Plaza,No,,,,3.2,
Karim's,No,,,,3.3,
Kebab Xpress,No,,,,3.2,
Keventers,No,,,,3.3,
KFC,Yes,,,,2.6,
Paranthas 21,No,,,,3.3,
Subway,Yes,,,,2.6,
Wow! Momo,No,,,,3.2,
Berco's,Yes,,,,3.5,
Dunkin' Donuts,No,,,,3.5,
Giani's,No,,,,3.5,
The Beer Cafe,No,,,,3.8,
Basil Tree,Yes,,,,2.4,
Chaayos,No,,,,4.1,
QD's Restaurant,Yes,,,,4.1,
Ada e Handi Restaurant,Yes,,,,2.6,
Darjeeling Momos,No,,,,2.9,
Ingredients,Yes,,,,3.3,
Al Quresh,No,,,,3.6,
Angels in my Kitchen,Yes,,,,3.5,
Aapki Rasoi,No,,,,3.1,
Bats On Delivery,No,,,,3.1,
Bimbo Cakes,No,,,,3.2,
Burger Bros,No,,,,3.1,
Chinese Food Corner,No,,,,2.5,
CL Snacks,No,,,,3.1,
Kapoor's Sanjha Chulha,No,,,,3,
King's,No,,,,3.2,
Kumar Hotel,No,,,,3.4,
Kumar Pastry Shop,No,,,,3.2,
Midnight Adda,No,,,,3,
Mughlaai Daawat,No,,,,2.9,
Pindiwala,No,,,,3,
Pipes & Hipes,No,,,,3,
Sai Rasoi,No,,,,3.1,
Snaxpress Tastes & Cakes,No,,,,2.9,
Veggie Adda,Yes,,,,3.4,
C L Corner,Yes,,,,3.8,
Chin 10,No,,,,3.5,
Kati Roll Cottage,Yes,,,,3.7,
Kings Kulfi,No,,,,3.7,
Paramjeet Machi Wala,No,,,,3.6,
Rajan Corner,No,,,,3.6,
Amit Dhaba,No,,,,0,
Apni Rasoi,No,,,,0,
Chap Corner,No,,,,0,
Chinese Corner,No,,,,0,
Evergreen Punjabi Swad,No,,,,0,
Giani,No,,,,0,
Hot & Hot Shudhir Chinese Point,No,,,,0,
Hungerz Hub,No,,,,0,
Magic Mo:Mo Corner,No,,,,0,
Malhotra's Zayeeka,No,,,,0,
Moji Dhaba,No,,,,0,
Naughty 9 Kitchen & Bar,No,,,,0,
Street Chaat Chatoron Ka Adda,No,,,,0,
Syall Kotian Da Dhaba,No,,,,0,
Taaj Kitchen,No,,,,0,
Tirath Sweets,No,,,,0,
Tummyy Tull,No,,,,0,
34 Parkstreet Lane,No,,,,2.9,
Bhikaram Bhujawala,No,,,,3,
Chawla The Pastry Palace,No,,,,2.9,
Food Box,No,,,,3,
Foody Box,No,,,,3.1,
Giani,No,,,,3.1,
Green Chick Chop,No,,,,3.1,
Heaven's Shawarma,No,,,,3,
Hyderabad Spl. Chicken Biryani Point,No,,,,3,
Keshar,No,,,,3,
Madras Cafe,No,,,,2.7,
Milan Chole Bhature,No,,,,3.1,
New Laxmi Sweets,No,,,,2.8,
Pasta Hub,No,,,,3.1,
Patna Roll Center,No,,,,3.1,
Refuel,No,,,,3.1,
Saara Veg,No,,,,3,
SGF - Spice Grill Flame,No,,,,3.1,
Shivam Corner,No,,,,3,
Swad Mubarak,No,,,,3,
The Little Fork,Yes,,,,3.1,
The Metro Fast Food,Yes,,,,2.6,
Tibet Kujing,No,,,,2.9,
Yummy Adda,No,,,,3.5,
Bawarchi's Canteen,No,,,,0,
Bikaner Restaurant,No,,,,0,
Bikaner Sweets Chaat cafe,No,,,,0,
Brijwasi,No,,,,0,
Chaap Chaska,No,,,,0,
Delhi Chaap Express,No,,,,0,
Delhi Chaat Bhandar,No,,,,0,
Delhite P??tisserie,No,,,,0,
Desi Dhaba,No,,,,0,
Desi Thaat Amritsari Naan,No,,,,0,
Dhaba Express,No,,,,0,
Flavours Kitchen,No,,,,0,
Food Campus,No,,,,0,
Fresh Fast Food,No,,,,0,
Gungun Tiffin Services,No,,,,0,
Happy Italiano,No,,,,0,
Haryana Bhojnalaya,No,,,,0,
Hasty Tasty,No,,,,0,
Inam Muradabadi,No,,,,0,
Just In,No,,,,0,
Jyoti Dhaba,No,,,,0,
Lasha Chinese Food,No,,,,0,
Lasha Chinese Food,No,,,,0,
Lily Tasty Fast Food,No,,,,0,
Maa Vaishno Dinesh Dhaba,No,,,,0,
Madras Cafe,No,,,,0,
NIK's Chicken Corner,No,,,,0,
Om Shanti Foods,No,,,,0,
Panj Tara,No,,,,0,
Pasta Pizza & Roll Hut,No,,,,0,
Pheva Tandooris,No,,,,0,
Punjabi Delight,No,,,,0,
Punjabi Parantha Station and Punjabi Thali,No,,,,0,
Punjabi Paratha Station,No,,,,0,
Raja Rasoi,No,,,,0,
Rollacious,No,,,,0,
Singh Chicken,No,,,,0,
Special Tea Point,No,,,,0,
Spl. Flavour Sodas & Fruit shakes,No,,,,0,
Student Corner,No,,,,0,
Taneja Corner,No,,,,0,
Taste Zone,No,,,,0,
Tea Point,No,,,,0,
West Bangal Kolkata Hot Kathi Rolls,No,,,,0,
Asli Alam Muradabadi Biryani Centre,No,,,,2.8,
Cafe Rasoi,No,,,,3.2,
Chinese Food,No,,,,2.9,
Green Chick Chop,No,,,,2.9,
Hasty Tasty,No,,,,3.3,
Hunter's Kitchen,No,,,,3,
Manahang Restaurant,No,,,,3.2,
Mezbaan Restaurant,Yes,,,,3.4,
Moon Light Sweets,No,,,,3.3,
North East Castle,No,,,,2.9,
Pizza Point,No,,,,2.9,
Roll Point,No,,,,2.8,
Sanjha Tandoor,No,,,,2.8,
Sayyam,No,,,,2.7,
Shiv Bhojnalaya,No,,,,2.8,
Subway,Yes,,,,3.4,
Take Away,No,,,,2.9,
Vedanta's,No,,,,2.7,
Asian Chopstick,No,,,,3.5,
Chinese Delights,Yes,,,,3.5,
Dezertfox,Yes,,,,3.7,
Aggarwal Sweets,No,,,,0,
Aggarwal Sweets,No,,,,0,
Al Meraj Chicken Shop,No,,,,0,
Chinese Food Corner,No,,,,0,
Creative Food House,No,,,,0,
D.A.A.,No,,,,0,
Dee Cake Shop,No,,,,0,
Jaca Restaurant,No,,,,0,
King Of Roll,No,,,,0,
Kirti Food Plaza,No,,,,0,
KT's Shik-Shack,No,,,,0,
Namaste Restaurant,No,,,,0,
Nishaj Chicken Corner,No,,,,0,
Royal Bakery,No,,,,0,
S.R. Bakers,No,,,,0,
Shahi Muradabadi,No,,,,0,
Shree Vinayaga Restaurant,No,,,,0,
The Cake Basket,No,,,,0,
The Pure Kitchen,No,,,,0,
The Yolmo Kitchen,No,,,,0,
Zawlbuk,No,,,,0,
Anupam Restaurant,Yes,,,,2.3,
Bobby Di Punjabi Rasoi,No,,,,2.9,
Aditya Da Vaishno Dhaba,No,,,,0,
Aggarwal Bikaner Sweets,No,,,,0,
Aggarwal Sweet Centre,No,,,,0,
Anjel China & Tibetian Food,No,,,,0,
Annpurna Rasoi,No,,,,0,
Apni Rasoi,No,,,,0,
Bajrang Misthan Bhawan,No,,,,0,
Bake Town,No,,,,0,
Bikaner Sweets & Restaurant,No,,,,0,
Brown Town Bakers,No,,,,0,
Captain Food Factory,No,,,,0,
Cheffron Bakery,No,,,,0,
Chicken Darwar,No,,,,0,
Chili's Treat,No,,,,0,
Chilli Tadka,No,,,,0,
Chinese Food Point,No,,,,0,
Chinese Temptation,No,,,,0,
Dana Pani,No,,,,0,
Dev Sweets & Restaurant,No,,,,0,
Dilli Darbar Chicken Point,No,,,,0,
Food Point and Sweets Corner,No,,,,0,
Green Chick Chop,No,,,,0,
Grover Burfee & Cakes,No,,,,0,
Hans's Planet-F,No,,,,0,
Hotel Delhi 43,No,,,,0,
Kanhaiya Fast Food,No,,,,0,
Karol Bagh Ke Chhole Bhature,No,,,,0,
King's Food,No,,,,0,
Lamba Sweets Corner,No,,,,0,
Laxmi Food Corner,No,,,,0,
Lounge Bakery,No,,,,0,
Mehtaab Sweet Corner & Restaurant,No,,,,0,
Melting Food Point,No,,,,0,
Mithla Dhabha,No,,,,0,
Mittal Caterer,No,,,,0,
Mittal Restaurant & Fast Food,No,,,,0,
NBC Nirankari Bakers,No,,,,0,
Pind Balluchi,No,,,,0,
Prem Chinese Fast Food,No,,,,0,
Punjabi Rasoi,No,,,,0,
Punjabi Special,No,,,,0,
Radhe Shyam Dhaba,No,,,,0,
Raj Rasoi,No,,,,0,
Raju De Special Paneer Wale,No,,,,0,
Sangeeta Dhaba,No,,,,0,
Sat Narayan Fast Food,No,,,,0,
Shahi Chicken Point,No,,,,0,
Sharma Sweets,No,,,,0,
Shere Hind Chicken Corner,No,,,,0,
Shiv Shakti Dhaba,No,,,,0,
Shree Shyam Sweets,No,,,,0,
Shri Shyam Ji Shudh Shakahari Bhojnalaya,No,,,,0,
Sky Hawk,No,,,,0,
Snack Shack,No,,,,0,
Soya Bite's,No,,,,0,
Soya Bite's,No,,,,0,
Taj Mahal Dhaba,No,,,,0,
Yadav Sweets,No,,,,0,
Yummy Chinese Food,No,,,,0,
Aggarwal Sweets Corner,No,,,,0,
Anand Sweets,No,,,,0,
Annapurna Sweets Palace,No,,,,0,
Aujla's Punjabi Zaika,No,,,,0,
Baba Ji,No,,,,0,
Babu Soup Wala,No,,,,0,
Baketown By Gagan Bakers,No,,,,0,
Bala Ji Rasoi,No,,,,0,
Bansiwala Sweets & Caterers,No,,,,0,
Best Chicken Corner,No,,,,0,
Bhardwaj Bakery,No,,,,0,
Bikaner Sweets & Restaurant,No,,,,0,
Classic Chef Corner,No,,,,0,
Dabas Ke Special Chole Bhature,No,,,,0,
Daily Belly,No,,,,0,
Deep Bakery And Cake,No,,,,0,
Dhaba NH10,No,,,,0,
Dilkhush Dhaba,No,,,,0,
Do Bhai Paneer Wale And Sweets,No,,,,0,
Dosa and Pizza Corner,No,,,,0,
Gulati Ki Rasoi,No,,,,0,
JMD Family Restaurant,No,,,,0,
Jyoti Sweets,No,,,,0,
Khana Khazana,No,,,,0,
Krishna Panjabi Rasoi,No,,,,0,
Lazeez Zaika,No,,,,0,
Mannat Chinese Fast Food,No,,,,0,
Pizza Hot,No,,,,0,
Raju Fast Food,No,,,,0,
Ramesh Caterers & Dhaba,No,,,,0,
Sethi's Express,No,,,,0,
Shahi Chicken Biryani Corner,No,,,,0,
Spicy Curry,No,,,,0,
Super Star Restaurant,No,,,,0,
Swagi Food Corner,No,,,,0,
Taoji Ke Amratsari Naan,No,,,,0,
TCW Chaat Point,No,,,,0,
The Food Express,No,,,,0,
The Pizza Family,No,,,,0,
The Regal Chicken Corner,No,,,,0,
Welcome Rasoi,No,,,,0,
Agarwal Sweets,No,,,,3,
Aurangzeb Rd,Yes,,,,3.4,
Bengali Sweet Corner,No,,,,3,
Cafe Coffee Day,No,,,,2.6,
Chinese K. Food,No,,,,2.9,
Chocowell,No,,,,3.2,
Choice,No,,,,3,
Desi Street,No,,,,3.1,
Enigma Lounge,No,,,,2.8,
Flavors Of London,No,,,,3,
Frontier,No,,,,3,
Green Chick Chop,No,,,,3.2,
Hot House Grill,Yes,,,,3.2,
Kanshi Ram Chole Kulche Wala,No,,,,3.4,
Kents Fast Food,No,,,,2.8,
Paharia Meat & Chicken Shop,No,,,,2.8,
Palji Corner,No,,,,3.3,
Paratha Hi Paratha,No,,,,3.1,
Picasso Roof Top,No,,,,3.1,
RK Dosa,No,,,,2.8,
Sandoz,Yes,,,,2.6,
Sardar Ji,No,,,,3,
Satkar Fast Food,No,,,,2.8,
Sweetheart Cupcakes,No,,,,3.1,
The Earthen Grill,No,,,,3.2,
Twenty Four Seven,No,,,,2.8,
A Patisseries Gallery,No,,,,0,
Aggarwal Bikaneri Sweets,No,,,,0,
Aggarwal Sweets & Bakers,No,,,,0,
Avatar Da Dhaba,No,,,,0,
Bengali Restaurant,No,,,,0,
Biryani Express,No,,,,0,
Brahm Point Fast Food,No,,,,0,
Chinese Hot,No,,,,0,
Curry Man,No,,,,0,
Diya Chinese Food,No,,,,0,
Foodies,No,,,,0,
