Restaurant Name,is chain,Aggregate rating,Votes
Rooftop Restaurant,No,0,3
Somang House Restaurant,No,0,0
Tandoori Khazana,No,0,0
Tsopema Restaurant,No,0,1
33 Food,No,3.2,93
Burger Point,Yes,3.3,78
Cafe Blur,No,3.1,7
Cafe Coffee Day,Yes,2.5,52
Cafe Rendezvous,No,3.3,191
Cakes & Bakes,Yes,3.4,75
Chatorey Chacha,No,3.3,51
Chilli Dragon,No,3.3,35
DCK- Dana Choga's Kitchen,Yes,3.4,297
Divya's Rimpy Restaurant,No,3.2,245
Express Dhaba,No,2.7,68
Go Foodie,No,3.3,105
Health Pan,No,3.4,45
Karim's,Yes,3,183
Karuna,No,3,15
Kathi,No,2.8,75
King Chilly Kitchen,No,3.2,17
Kolhapuri Veg Non-Veg Foods,No,3.3,20
Mehfil Dhaba,No,3.4,214
Moti Mahal Delux - Legendary Culinary,No,2.6,146
Open Oven,Yes,3.4,103
Paapi Paet,Yes,3.3,250
Pepper Corn Express,No,3.4,50
Pinch Of China,No,3.2,14
Pizza Hut Delivery,Yes,2.8,120
Punjabee's Darbar,Yes,3,34
Ramjee's,No,3.3,62
Rollmaal,Yes,3.4,218
Shaolin,No,3.4,217
Subway,Yes,2.8,183
The Chocolate Room,Yes,3.4,155
The Delhi Heights,No,2.8,198
Thok (The House of Kakori),No,3.4,485
Uloo,No,3.2,134
Vadapav Junction & More,No,3.3,37
Behrouz Biryani,Yes,3.6,61
Beliram Degchiwala,Yes,3.5,226
Bhukkhar,No,3.9,100
Biryani Blues,Yes,3.9,113
Bun Intended,Yes,3.9,50
Casa Asia,No,3.8,306
Chic Fish,No,3.5,361
Dunkin' Donuts,Yes,3.6,290
Farratta,No,3.7,93
Flavors of Chennai,No,3.7,370
Food For Thought,No,3.8,55
FreshMenu,Yes,3.7,132
Giani's,Yes,3.7,145
Gopala,Yes,3.8,45
Green Chick Chop,Yes,3.5,52
Hunger Must Die,No,3.7,99
Kolkata Kathi Roll,Yes,3.6,82
Max Grille and Kitchen,No,3.5,99
Moti Sweets,No,3.6,114
Nazeer Foods,Yes,3.6,427
Nikashee,No,3.7,408
Noodle Box,No,3.5,60
Pema's,No,3.6,412
Plumber - The Lounge,No,3.9,38
Pudding & Pie,Yes,3.7,137
RP's Restaurant,No,3.5,259
Soi Thai,No,3.6,148
Speedy Chow,Yes,3.6,268
Stoned Age Kitchen,No,3.9,91
Suribachi,No,3.5,104
Swagath,Yes,3.5,168
The Delhi Canteen,No,3.6,305
The Grill Kitchen,No,3.8,75
The Midnight Heroes,Yes,3.7,41
The Salad Bowl,No,3.5,34
Domino's Pizza,Yes,2.3,185
Food Army,No,2.3,18
Moti Restaurant,No,2.4,137
New Baba Da Dhaba,No,2,84
Tunday Kababi,No,2.2,182
Dilli BC,Yes,4.4,84
Litti.In,Yes,4,308
Nizam's Kathi Kabab,Yes,4,153
Pepper Kitchen,No,4,244
Rustom's Cafe & Bakery,No,4.1,84
Salad Days,No,4,255
Stop My Starvation,Yes,4.3,126
Sushi Junction,No,4,53
Vero Gusto,No,4.1,135
Snack Junction,Yes,3.2,10
Turant,No,3.3,47
Snacks Point,Yes,0,1
The Sweet Spot,No,0,2
Kafe @ Museum,No,0,2
Friends Cafe,No,0,2
Aromas of Pind,No,4.2,278
Apna Dhaba and Caters,No,3.2,20
Green Chick Chop,Yes,2.7,7
Jai Shree Durga South Indian Corner,No,3,6
Malabar Catering House,No,3.2,13
Meenakshi Bhawan,No,3.1,14
New Raja Sweets,No,2.9,18
Pizza Treat,No,3,6
Pudding & Pie,Yes,3.1,7
Rita Chinese Food,No,3.1,10
Vibes of Punjab,No,3.2,21
Ramji Di Hatti & Caterers,No,3.5,25
Spicy Tadka,No,3.5,24
Mr. Tandoori Lal,No,0,3
Om Sweets & Caterers,No,0,3
Sardar Ji Take Away & Caterers,No,0,2
9 is Mine,No,2.6,4
Aashirwad,No,3.2,19
Aggarwal Sweet & Bakers,Yes,2.9,5
Amit Hotel,No,2.9,7
Angrezee Dhaba,No,2.8,7
Ankur Family Restaurant,Yes,2.9,4
Bansal Sweet,No,2.7,20
Baskin Robbins,Yes,3.1,13
Caravan Resto Bar,No,3.2,51
Celebration Multi Cuisine Restaurant,No,2.7,14
Chatto Chapati,No,3,8
Chawla's?_,Yes,2.7,29
China Town,Yes,2.7,11
China Town,Yes,2.7,28
Dazzle Pastry Shop,No,2.6,25
Delicacy Foods,No,3.2,86
Dolphin Rolls,No,2.9,6
Durbar Restaurant,No,2.7,33
Ever Green Pastry Shop,No,3.1,34
Evergreen Sweets Corner,No,3,8
Great Plates By AJ,No,3.1,77
Green Chick Chop,Yes,3.2,24
Haqeem's,No,2.7,14
Himalaya Food Corner,No,2.7,46
Hot Joint Fast Food,Yes,2.6,61
Hyderabadi Dum Biryani,No,2.7,60
Kasturi Family Restaurant,No,3,20
Kerala Cafe,Yes,3.3,45
Keuchen Paradise,No,2.8,8
Kook For Health,No,3.3,21
Lahorian's Sweets & Bakers,No,2.9,5
Mr. Baker's,Yes,3,22
Night Food Delivery,Yes,2.7,5
Nine 2 Nine Snacks & Restaurant,No,2.9,5
Punjabi Mirch,No,3,4
Rasoi The Food Express,No,2.6,53
Republic of Chicken,Yes,2.8,11
Sandwichai,No,3.3,58
SB's Raisins,No,2.8,15
Shanghai Kitchen,No,3.1,26
Shiv Shakti Restaurant,No,3,18
Smoky Chettinad,No,2.8,49
Spice Fusion,No,3.1,7
Sweet Toof Designer Cakes,No,3.1,7
The Chef,Yes,3.2,23
The Edge Cafe,No,3.1,53
The Epicure - Fraser Suites,No,3.1,80
Udupidarshini Veg Restaurant,No,3.4,33
36 lebzelter,No,3.7,39
Baked Buns,Yes,3.6,165
Freakin Beans,No,3.7,72
Nutri Cafe,No,3.7,49
Senorita's,Yes,3.7,57
Village - The House of Food,No,3.7,65
Aman Vaishno Dhaba,No,0,1
Anupam Hotel,No,0,2
Bake Bank,No,0,0
Buzybee,No,0,0
Cafe Tandoor,No,0,2
Chawlas 2,Yes,0,1
Choksi Chinese,No,0,0
Desi Chulha,No,0,0
Fumble Foods,No,0,0
Games v/s Cafe,No,0,0
Goodies- Snacks N More,No,0,1
Grubhouse Cafe,No,0,0
Mr. Baker's,Yes,0,1
Muradabadi Chicken Biryani & Dhaba,No,0,3
Pakiza Restaurant,No,0,2
Riddhi Siddhi Restaurant,No,0,2
Rockers & Shockers,No,0,0
Saikutir Food,No,0,0
Satnaam Foods,No,0,0
Senorita's,Yes,0,3
Shri Bala Ji Rasoi,No,0,0
South Indian,No,0,0
Tip Top Eating Corner,No,0,0
ToLoveFromLove,No,0,0
Tripti Foods,No,0,1
U Like,Yes,0,3
Zayka chicken restaurant,No,0,0
Cafe Coffee Day,Yes,2.4,49
Food Fantasy,No,2.4,76
Just Chinese,No,2.4,36
Agarwal Bikaneri Sweets,No,3.1,12
Bikaner Sweets,Yes,2.8,14
Breadz,No,3.3,48
Desi Jugaad,No,3.2,12
Food Trax,No,2.9,4
Hub Tub,No,3,7
Malabar Foods,No,2.7,49
Mitra Di Chaap,No,3,5
New Hyderabadi Biryani House,No,2.5,25
New Madras Cafe,Yes,2.8,11
Roll Club,Yes,3.2,44
Sanju Cool & Hot Hut,No,2.8,8
Sethi's Kabab & Curries,No,3.1,22
South Indian Fast Food,No,3.3,23
Sweets and Spices,No,2.8,69
Urban Degchi Kitchen & Bar,No,2.6,94
Wah Ji Wah,Yes,3.1,81
Zaiqa Kathi Roll & Momos,No,3.3,16
Duggal Snacks,No,3.6,32
Granny's Flavour,No,3.5,16
Moustache Coffee,No,3.7,79
Pradeep Pav Bhaji,No,3.8,94
Sandwich Factory,No,3.9,254
Scorpio Cafe,No,3.7,410
Veggie-Licious,No,3.6,100
Creamy Creation,No,0,0
Evergreen Food Corner,No,0,3
K.D Corner,No,0,0
Slice Of Italy,Yes,2.2,119
Anokha Chinese Hut,No,2.6,27
Bobby Dhaba & Caterers,No,3.1,5
Clever Fox Cafe,Yes,3,25
Dana Pani,Yes,2.8,4
Hotel Malabar,Yes,3,24
Lumbini Fast Point,No,3,30
Mayur Restaurant,No,2.8,19
MOC - The American Restaurant,No,2.6,35
Muradabadi Chicken Biryani,No,3.3,28
New Aggarwal Sweet Corner,No,2.7,11
Pizza Castle,No,2.7,29
Punjabi Dhaba,Yes,3,6
Qureshi Chicken Corner,No,3,6
Samarpan Fast Food,No,2.9,9
Shaan-E-Tandoorz,No,2.9,5
Sonu Sudh Bhojnalaya,No,2.8,10
The Test,No,2.9,4
True Blue,Yes,3.3,26
Zaika Kathi Rolls,Yes,3,13
Baked Buns,Yes,3.5,90
A One Muradabadi,No,0,3
Annapurna,No,0,1
Cake Walkers,No,0,2
Harish And Sonu Sudh Bhojnalya,No,0,1
Mitra Da Dhaba,Yes,0,2
Munchies Midnight Delivery,No,0,1
Muradabadi Chicken Corner,No,0,3
Riyaz Chicken Corner,Yes,0,1
Romano's Pizza,No,0,0
Royal Spice,Yes,0,1
Sonu Bhojanalya,No,0,2
The Deshi Bites,No,0,0
Green Chick Chop,Yes,3,7
Mahara Hotel,No,2.9,4
Malik Vegetarian Rasoi,No,2.9,9
Yash Aadi Food Corner,No,2.9,6
#hashtag,No,0,0
Al Zaika,Yes,0,1
Ashiyan Foods,No,0,0
Bake My Day,No,0,2
Bhutani Chaap,No,0,0
China Pan,No,0,0
Chinese Fast Food,Yes,0,0
Dilkhush Punjabi Dhaba,No,0,3
Dragun Hut,No,0,1
Giani's,Yes,0,3
Kathi House,No,0,0
Kerala Kitchen & Restaurant,No,0,0
Retro Kichen,No,0,0
The China Town,Yes,0,1
The Urban Dhaba,No,0,1
Twenty Four Seven,Yes,0,0
McDonald's,Yes,3.4,91
Moti Mahal Delux Tandoori Trail,Yes,3.2,151
Pizza Hut,Yes,2.8,83
Dill's Chawla Chik-Inn,No,2.9,4
Tandoori Zaaika,No,3,4
Aap Ki Khatir,Yes,0,0
Aggarwal Sweets,Yes,0,0
Baskin Robbins,Yes,0,1
Bikaner Sweets,Yes,0,0
Bollywood Khana,No,0,0
Cake And Bakes,No,0,0
Cake Point,Yes,0,0
Chinese Corner,Yes,0,0
Choudhary Dhaba,No,0,2
Green Chick Chop,Yes,0,0
Green Chick Chop,Yes,0,3
Gujjar Dhaba,No,0,0
Hotel Aditi,No,0,1
JMD Food Palace,No,0,2
Kitchen Namaste,No,0,0
Lajawab Chicken & Fish Fry,No,0,0
Lotus Kitchen,No,0,0
Manami Japanese Restaurant,No,0,0
Manna Sweets & Restaurant,No,0,1
Moets Curry Pot,No,0,1
Mr. Sub,Yes,0,2
New Gaurav Dhaba,No,0,0
Pandit Ji Ki Apni Rasoi,Yes,0,2
Rajdhani Restaurant,Yes,0,0
Saraswati Food Corner,No,0,1
Shri Balaji Bhojnalaya,No,0,1
Swadist Bhojnalaya,No,0,2
Swiss Gourmessa,No,0,0
Truly Yours,No,0,0
Uttrakhand Hotel,No,0,0
Vandana Food Corner,No,0,0
Zaika Biryani,No,0,0
Buzz,No,3.4,220
Lighthouse 13,No,3.4,570
Berco's,Yes,3.8,565
The Great Kabab Factory,Yes,3.5,498
The Tea Place by Manjushree,No,4.1,92
Victoria,No,3.2,20
Aces - The Card Room,No,0,2
Curzon - The Royal Bar,No,0,0
London Eye - The Open Lounge,No,0,0
Lord's - The Sports Lounge,No,0,1
Viceroy - The Coffee Shop,No,0,0
Munch Nation,Yes,3.8,727
"34, Chowringhee Lane",Yes,3.2,62
Any Time Food,No,2.6,52
Bikaner Sweet House,No,3.2,16
Domino's Pizza,Yes,2.8,94
Giani,Yes,2.9,39
Grand Plaza,No,3.3,255
Great Wall,No,2.7,47
Healthy Food Station,No,3.1,25
Hostess Tasty Bites,No,3.1,16
Hot Pot,Yes,3.1,105
Kabab Factory,No,3,12
Keventers,Yes,3.1,17
Krishna Sweet House,No,3.3,32
Mitraz,No,3.4,101
Nut Khut Chaats & Snacks,No,3.2,8
Subway,Yes,3.4,68
The Host,No,2.7,20
Chacha Di Hatti,No,3.7,78
Cocoberry,Yes,3.5,62
Eating Corner,No,3.7,142
El Posto,No,3.5,41
McDonald's,Yes,3.6,122
Pizza Station,Yes,3.5,20
Puri Bakers,Yes,3.7,128
JAIL - Behind The Bar,No,4.1,155
Curry Shurry,No,3.3,28
Frontier,Yes,3.2,15
Hari Om Bhojnalaya,No,3.2,21
Nirmal's,No,2.7,9
Sardar A Pure Meat Shop,Yes,2.8,13
The Dragon Hucks,No,3.3,97
Green Chick Chop,Yes,3.5,38
New Arjun Bombay Pav Bhaji,No,3.8,234
Sweeter Delight,No,0,3
Madaari,No,4.3,113
Amritsari Express,No,3.4,33
Barista,Yes,3.1,18
Baskin Robbins,Yes,3.1,6
Bikano's Chat Cafe,No,2.7,31
Burger Singh,Yes,3.3,19
Cafe Grub,No,3.2,13
Chicago Pizza,Yes,2.9,48
Cocoberry,Yes,3.1,25
Dosa Plaza,Yes,3.2,13
Karim's,Yes,3.3,79
Kebab Xpress,Yes,3.2,32
Keventers,Yes,3.3,11
KFC,Yes,2.6,87
Paranthas 21,No,3.3,28
Subway,Yes,2.6,69
Wow! Momo,Yes,3.2,41
Berco's,Yes,3.5,120
Dunkin' Donuts,Yes,3.5,107
Giani's,Yes,3.5,33
The Beer Cafe,Yes,3.8,371
Basil Tree,Yes,2.4,96
Chaayos,Yes,4.1,60
QD's Restaurant,Yes,4.1,137
Ada e Handi Restaurant,No,2.6,34
Darjeeling Momos,No,2.9,22
Ingredients,No,3.3,27
Al Quresh,No,3.6,62
Angels in my Kitchen,Yes,3.5,57
Aapki Rasoi,Yes,3.1,15
Bats On Delivery,Yes,3.1,17
Bimbo Cakes,No,3.2,10
Burger Bros,No,3.1,21
Chinese Food Corner,Yes,2.5,20
CL Snacks,No,3.1,7
Kapoor's Sanjha Chulha,No,3,5
King's,No,3.2,7
Kumar Hotel,No,3.4,57
Kumar Pastry Shop,Yes,3.2,31
Midnight Adda,No,3,6
Mughlaai Daawat,No,2.9,8
Pindiwala,No,3,4
Pipes & Hipes,No,3,8
Sai Rasoi,No,3.1,9
Snaxpress Tastes & Cakes,No,2.9,5
Veggie Adda,No,3.4,25
C L Corner,No,3.8,85
Chin 10,No,3.5,53
Kati Roll Cottage,Yes,3.7,39
Kings Kulfi,Yes,3.7,39
Paramjeet Machi Wala,Yes,3.6,99
Rajan Corner,No,3.6,20
Amit Dhaba,No,0,0
Apni Rasoi,Yes,0,0
Chap Corner,No,0,0
Chinese Corner,Yes,0,0
Evergreen Punjabi Swad,No,0,2
Giani,Yes,0,0
Hot & Hot Shudhir Chinese Point,No,0,0
Hungerz Hub,No,0,0
Magic Mo:Mo Corner,No,0,0
Malhotra's Zayeeka,No,0,1
Moji Dhaba,No,0,0
Naughty 9 Kitchen & Bar,No,0,3
Street Chaat Chatoron Ka Adda,No,0,0
Syall Kotian Da Dhaba,Yes,0,0
Taaj Kitchen,No,0,1
Tirath Sweets,No,0,0
Tummyy Tull,No,0,0
34 Parkstreet Lane,Yes,2.9,4
Bhikaram Bhujawala,No,3,5
Chawla The Pastry Palace,No,2.9,5
Food Box,No,3,4
Foody Box,No,3.1,8
Giani,Yes,3.1,9
Green Chick Chop,Yes,3.1,14
Heaven's Shawarma,No,3,6
Hyderabad Spl. Chicken Biryani Point,No,3,4
Keshar,No,3,4
Madras Cafe,Yes,2.7,11
Milan Chole Bhature,No,3.1,12
New Laxmi Sweets,No,2.8,11
Pasta Hub,Yes,3.1,7
Patna Roll Center,No,3.1,10
Refuel,No,3.1,6
Saara Veg,No,3,4
SGF - Spice Grill Flame,Yes,3.1,8
Shivam Corner,No,3,14
Swad Mubarak,No,3,11
The Little Fork,No,3.1,5
The Metro Fast Food,No,2.6,6
Tibet Kujing,No,2.9,11
Yummy Adda,No,3.5,14
Bawarchi's Canteen,No,0,0
Bikaner Restaurant,No,0,0
Bikaner Sweets Chaat cafe,No,0,0
Brijwasi,No,0,0
Chaap Chaska,No,0,1
Delhi Chaap Express,No,0,3
Delhi Chaat Bhandar,Yes,0,0
Delhite P??tisserie,No,0,1
Desi Dhaba,No,0,0
Desi Thaat Amritsari Naan,No,0,0
Dhaba Express,No,0,0
Flavours Kitchen,Yes,0,1
Food Campus,No,0,0
Fresh Fast Food,No,0,0
Gungun Tiffin Services,No,0,0
Happy Italiano,No,0,0
Haryana Bhojnalaya,No,0,0
Hasty Tasty,Yes,0,1
Inam Muradabadi,No,0,1
Just In,No,0,0
Jyoti Dhaba,No,0,0
Lasha Chinese Food,Yes,0,1
Lasha Chinese Food,Yes,0,2
Lily Tasty Fast Food,No,0,1
Maa Vaishno Dinesh Dhaba,No,0,1
Madras Cafe,Yes,0,0
NIK's Chicken Corner,No,0,0
Om Shanti Foods,No,0,0
Panj Tara,No,0,0
Pasta Pizza & Roll Hut,No,0,0
Pheva Tandooris,No,0,0
Punjabi Delight,No,0,0
Punjabi Parantha Station and Punjabi Thali,No,0,2
Punjabi Paratha Station,No,0,1
Raja Rasoi,No,0,0
Rollacious,No,0,3
Singh Chicken,Yes,0,3
Special Tea Point,No,0,0
Spl. Flavour Sodas & Fruit shakes,No,0,0
Student Corner,No,0,0
Taneja Corner,No,0,0
Taste Zone,No,0,0
Tea Point,No,0,0
West Bangal Kolkata Hot Kathi Rolls,No,0,1
Asli Alam Muradabadi Biryani Centre,No,2.8,22
Cafe Rasoi,No,3.2,11
Chinese Food,Yes,2.9,8
Green Chick Chop,Yes,2.9,10
Hasty Tasty,Yes,3.3,86
Hunter's Kitchen,No,3,6
Manahang Restaurant,No,3.2,12
Mezbaan Restaurant,No,3.4,135
Moon Light Sweets,No,3.3,16
North East Castle,No,2.9,4
Pizza Point,No,2.9,10
Roll Point,No,2.8,7
Sanjha Tandoor,No,2.8,17
Sayyam,No,2.7,16
Shiv Bhojnalaya,No,2.8,12
Subway,Yes,3.4,78
Take Away,No,2.9,20
Vedanta's,No,2.7,66
Asian Chopstick,No,3.5,27
Chinese Delights,No,3.5,21
Dezertfox,Yes,3.7,21
Aggarwal Sweets,Yes,0,1
Aggarwal Sweets,Yes,0,2
Al Meraj Chicken Shop,No,0,0
Chinese Food Corner,Yes,0,0
Creative Food House,No,0,3
D.A.A.,No,0,0
Dee Cake Shop,No,0,3
Jaca Restaurant,No,0,0
King Of Roll,No,0,0
Kirti Food Plaza,No,0,0
KT's Shik-Shack,No,0,1
Namaste Restaurant,No,0,1
Nishaj Chicken Corner,No,0,0
Royal Bakery,No,0,2
S.R. Bakers,No,0,0
Shahi Muradabadi,No,0,0
Shree Vinayaga Restaurant,No,0,0
The Cake Basket,No,0,1
The Pure Kitchen,No,0,0
The Yolmo Kitchen,No,0,0
Zawlbuk,No,0,2
Anupam Restaurant,No,2.3,32
Bobby Di Punjabi Rasoi,No,2.9,4
Aditya Da Vaishno Dhaba,No,0,0
Aggarwal Bikaner Sweets,Yes,0,1
Aggarwal Sweet Centre,Yes,0,1
Anjel China & Tibetian Food,No,0,0
Annpurna Rasoi,No,0,0
Apni Rasoi,Yes,0,0
Bajrang Misthan Bhawan,No,0,0
Bake Town,No,0,0
Bikaner Sweets & Restaurant,Yes,0,0
Brown Town Bakers,No,0,1
Captain Food Factory,No,0,1
Cheffron Bakery,No,0,2
Chicken Darwar,No,0,0
Chili's Treat,No,0,3
Chilli Tadka,Yes,0,0
Chinese Food Point,No,0,0
Chinese Temptation,No,0,2
Dana Pani,Yes,0,0
Dev Sweets & Restaurant,No,0,1
Dilli Darbar Chicken Point,No,0,0
Food Point and Sweets Corner,No,0,2
Green Chick Chop,Yes,0,0
Grover Burfee & Cakes,No,0,0
Hans's Planet-F,No,0,0
Hotel Delhi 43,No,0,0
Kanhaiya Fast Food,No,0,0
Karol Bagh Ke Chhole Bhature,No,0,0
King's Food,No,0,0
Lamba Sweets Corner,No,0,2
Laxmi Food Corner,No,0,0
Lounge Bakery,No,0,0
Mehtaab Sweet Corner & Restaurant,No,0,0
Melting Food Point,No,0,0
Mithla Dhabha,No,0,1
Mittal Caterer,No,0,2
Mittal Restaurant & Fast Food,No,0,0
NBC Nirankari Bakers,No,0,1
Pind Balluchi,Yes,0,0
Prem Chinese Fast Food,No,0,0
Punjabi Rasoi,Yes,0,0
Punjabi Special,No,0,2
Radhe Shyam Dhaba,No,0,0
Raj Rasoi,Yes,0,2
Raju De Special Paneer Wale,No,0,0
Sangeeta Dhaba,No,0,0
Sat Narayan Fast Food,No,0,1
Shahi Chicken Point,No,0,0
Sharma Sweets,No,0,0
Shere Hind Chicken Corner,No,0,0
Shiv Shakti Dhaba,No,0,0
Shree Shyam Sweets,No,0,0
Shri Shyam Ji Shudh Shakahari Bhojnalaya,No,0,0
Sky Hawk,No,0,1
Snack Shack,Yes,0,0
Soya Bite's,Yes,0,1
Soya Bite's,Yes,0,1
Taj Mahal Dhaba,No,0,2
Yadav Sweets,Yes,0,1
Yummy Chinese Food,No,0,1
Aggarwal Sweets Corner,No,0,0
Anand Sweets,Yes,0,1
Annapurna Sweets Palace,No,0,1
Aujla's Punjabi Zaika,No,0,0
Baba Ji,No,0,0
Babu Soup Wala,No,0,0
Baketown By Gagan Bakers,No,0,0
Bala Ji Rasoi,No,0,0
Bansiwala Sweets & Caterers,No,0,0
Best Chicken Corner,No,0,0
Bhardwaj Bakery,No,0,0
Bikaner Sweets & Restaurant,Yes,0,0
Classic Chef Corner,No,0,0
Dabas Ke Special Chole Bhature,No,0,0
Daily Belly,No,0,0
Deep Bakery And Cake,No,0,0
Dhaba NH10,No,0,0
Dilkhush Dhaba,No,0,0
Do Bhai Paneer Wale And Sweets,No,0,0
Dosa and Pizza Corner,No,0,0
Gulati Ki Rasoi,No,0,0
JMD Family Restaurant,No,0,0
Jyoti Sweets,Yes,0,0
Khana Khazana,Yes,0,0
Krishna Panjabi Rasoi,No,0,1
Lazeez Zaika,No,0,1
Mannat Chinese Fast Food,No,0,0
Pizza Hot,No,0,0
Raju Fast Food,No,0,0
Ramesh Caterers & Dhaba,No,0,0
Sethi's Express,No,0,0
Shahi Chicken Biryani Corner,No,0,0
Spicy Curry,No,0,0
Super Star Restaurant,No,0,1
Swagi Food Corner,No,0,0
Taoji Ke Amratsari Naan,No,0,0
TCW Chaat Point,No,0,0
The Food Express,No,0,1
The Pizza Family,No,0,0
The Regal Chicken Corner,No,0,0
Welcome Rasoi,No,0,0
Agarwal Sweets,No,3,8
Aurangzeb Rd,No,3.4,23
Bengali Sweet Corner,No,3,7
Cafe Coffee Day,Yes,2.6,23
Chinese K. Food,No,2.9,4
Chocowell,No,3.2,15
Choice,No,3,4
Desi Street,No,3.1,13
Enigma Lounge,No,2.8,8
Flavors Of London,Yes,3,7
Frontier,Yes,3,4
Green Chick Chop,Yes,3.2,16
Hot House Grill,No,3.2,10
Kanshi Ram Chole Kulche Wala,No,3.4,13
Kents Fast Food,No,2.8,12
Paharia Meat & Chicken Shop,No,2.8,12
Palji Corner,No,3.3,30
Paratha Hi Paratha,No,3.1,10
Picasso Roof Top,No,3.1,15
RK Dosa,No,2.8,12
Sandoz,Yes,2.6,32
Sardar Ji,No,3,7
Satkar Fast Food,No,2.8,20
Sweetheart Cupcakes,No,3.1,21
The Earthen Grill,No,3.2,14
Twenty Four Seven,Yes,2.8,14
A Patisseries Gallery,No,0,0
Aggarwal Bikaneri Sweets,Yes,0,0
Aggarwal Sweets & Bakers,No,0,1
Avatar Da Dhaba,No,0,0
Bengali Restaurant,No,0,0
Biryani Express,Yes,0,0
Brahm Point Fast Food,No,0,0
Chinese Hot,Yes,0,1
Curry Man,No,0,0
Diya Chinese Food,No,0,0
Foodies,Yes,0,0
Fresh Meat CO,Yes,0,0
Hans Fast Food Center,No,0,2
Happy Hours,No,0,0
Khalsa Eating Point,No,0,0
Krishna Yummy Foods,No,0,1
Laxmi Dhaba,No,0,1
Milan Shudh Vaishno,No,0,3
Milko Sweets Corner,No,0,2
New Punjabi Chaap Corner,No,0,0
Nik's Chawla Chik Inn,No,0,2
Paras Corner,No,0,0
Punjabi Tadka,Yes,0,0
Sardar A Pure Meat Shop,Yes,0,0
Shahi Hyderbadi Biryani,No,0,0
Shashi's China Wok,No,0,2
Urban Palate,No,0,0
Wrapss,Yes,0,1
China Kitchen,No,0,0
Chowringhee,Yes,0,0
D-Food,No,0,0
Kith N Kin Cafeteria,No,0,0
Lazeez Rasoi,No,0,0
Red Rose Restaurant,No,0,0
Shri Bikaner Sweets & Restaurant,No,0,0
Welcome Family Restaurant,No,0,0
Al Bake,Yes,2.7,38
Americana Kitchen and Bar,Yes,2.8,105
Bawa Snacks Corner,No,2.8,11
Bhimsain's Bengali Sweet House,Yes,2.9,4
Cafe Coffee Day,Yes,3.1,13
Cafe Coffee Day,Yes,3,38
Dolce Gelato,Yes,3.2,9
Domino's Pizza,Yes,3,71
Gopala,Yes,3,12
New Punjabi Khana,Yes,3.1,8
New Vishal Corner,No,3.1,14
Punjabi Khana,No,3.2,14
Rajshree,Yes,3.1,11
Snack Junction,Yes,3,27
Sona,No,3.4,29
Southy,Yes,2.5,94
The First Floor,No,3.1,14
Hype,No,3.7,142
McDonald's,Yes,3.7,177
New Punjabi Khana,Yes,3.9,104
Pizza Hut Delivery,Yes,3.6,103
Shree Rathnam,Yes,3.6,58
Subway,Yes,3.6,142
Al Mughal,No,0,2
Anupama Restaurant,No,0,1
Cafe Einstein,No,0,1
Delicious Eating Corner,No,0,0
Gupta Rasoi,No,0,1
Paras Chicken Point,No,0,1
Ralhan Eating Corner,No,0,0
Pind Balluchi,Yes,2.4,184
Oh! Calcutta,Yes,4.4,1293
Alcoholic Lounge & Bar,No,2.8,21
Baljeet's Amritsari Koolcha,No,3.1,110
Bikanervala,Yes,3.4,89
Cafe Coffee Day,Yes,3.3,32
Chicago Pizza,Yes,3.4,42
Cocoberry,Yes,3.3,32
Dilli Chaap Wale,No,3.4,24
Dips,No,2.8,23
Domino's Pizza,Yes,3.4,85
Gullu's,Yes,2.9,45
Hashtag Foods,No,3.4,80
Mini Meals,No,2.7,66
No Name - Taste Hi Kaafi Hai,No,3.2,31
Pind Balluchi,Yes,2.7,261
Pizza Hut,Yes,3.3,211
Raj Bhature wala,No,3.4,84
Rolls Tiger,No,3.4,49
SGF - Spice Grill Flame,Yes,3.4,80
Smoksha Cafe and Lounge,No,3.4,60
Subway,Yes,3.4,131
Sura Vie,No,3.4,391
Billu's Hut,No,3.9,813
BTW,Yes,3.7,459
Burger King,Yes,3.6,426
Cafe Coffee Day,Yes,3.5,50
Chills 'n' Grills,No,3.6,69
Fusion N Food,No,3.8,22
Giani,Yes,3.6,87
Hot Spot,No,3.8,201
La Americana,Yes,3.6,139
Mogambo Khush Hua,No,3.8,121
Niti Shake & Ice Cream Hub,Yes,3.8,23
Pacific Asia,No,3.7,151
Papa Veg Chinese Food,Yes,3.8,29
Pasta Hut,Yes,3.5,82
Ram G Snacks & Food Corner,No,3.5,34
Sandwich King,Yes,3.8,99
Shake Eat Up,No,3.9,155
Starbucks,Yes,3.7,294
The Chai Story,Yes,3.6,22
Themis Barbecue House,No,3.8,457
Utsav,No,3.5,13
Barbeque Nation,Yes,4.1,937
Bistro 57,No,4,20
Calendar Khana Laao,No,4.2,42
Chaayos,Yes,4.1,156
Eleven Course,No,4,537
Sinciti,No,4,277
Admission Lounge,No,2.7,24
Al Zaika,Yes,2.9,8
Angels in my Kitchen,Yes,3.2,88
Asian Curry,No,3,5
Chaska,Yes,3.3,47
Chik Chow,No,3.3,62
Deep Sweet Corner,No,2.7,16
Deepika Khaitan's Cakes,No,2.9,4
Dhaba On Wheels,No,2.7,15
Domino's Pizza,Yes,2.8,95
Evergreen Sweets,Yes,2.8,14
Gopala,Yes,3,7
Green Chick Chop,Yes,3,12
Halal Pizza Fun,No,3.1,7
