Restaurant Name,Price range,Has Table booking,Has Online delivery,Online Delivery by Price Range,Total Restaurants by Price Range,Percentage Offering Online Delivery,Percentage Offering table
Keshar,1,No,No,,,,
Milan Chole Bhature,1,No,No,,,,
New Laxmi Sweets,1,No,No,,,,
Pasta Hub,1,No,No,,,,
Patna Roll Center,1,No,No,,,,
Refuel,1,No,No,,,,
Saara Veg,1,No,No,,,,
Shivam Corner,1,No,No,,,,
Swad Mubarak,1,No,No,,,,
The Little Fork,2,No,Yes,,,,
The Metro Fast Food,1,No,Yes,,,,
Tibet Kujing,1,No,No,,,,
Yummy Adda,1,No,No,,,,
Bawarchi's Canteen,1,No,No,,,,
Bikaner Restaurant,1,No,No,,,,
Bikaner Sweets Chaat cafe,1,No,No,,,,
Brijwasi,1,No,No,,,,
Chaap Chaska,1,No,No,,,,
Delhi Chaap Express,1,No,No,,,,
Delhite P??tisserie,1,No,No,,,,
Desi Dhaba,1,No,No,,,,
Desi Thaat Amritsari Naan,1,No,No,,,,
Dhaba Express,1,No,No,,,,
Food Campus,1,No,No,,,,
Fresh Fast Food,1,No,No,,,,
Gungun Tiffin Services,1,No,No,,,,
Happy Italiano,1,No,No,,,,
Haryana Bhojnalaya,1,No,No,,,,
Inam Muradabadi,1,No,No,,,,
Just In,1,No,No,,,,
Jyoti Dhaba,1,No,No,,,,
Lasha Chinese Food,1,No,No,,,,
Lily Tasty Fast Food,1,No,No,,,,
Maa Vaishno Dinesh Dhaba,1,No,No,,,,
NIK's Chicken Corner,1,No,No,,,,
Om Shanti Foods,1,No,No,,,,
Panj Tara,2,No,No,,,,
Pasta Pizza & Roll Hut,1,No,No,,,,
Pheva Tandooris,1,No,No,,,,
Punjabi Delight,1,No,No,,,,
Punjabi Parantha Station and Punjabi Thali,1,No,No,,,,
Punjabi Paratha Station,1,No,No,,,,
Raja Rasoi,1,No,No,,,,
Rollacious,1,No,No,,,,
Special Tea Point,1,No,No,,,,
Spl. Flavour Sodas & Fruit shakes,1,No,No,,,,
Student Corner,1,No,No,,,,
Taneja Corner,1,No,No,,,,
Taste Zone,1,No,No,,,,
Tea Point,1,No,No,,,,
West Bangal Kolkata Hot Kathi Rolls,1,No,No,,,,
Asli Alam Muradabadi Biryani Centre,1,No,No,,,,
Cafe Rasoi,1,No,No,,,,
Hunter's Kitchen,3,Yes,No,,,,
Manahang Restaurant,2,No,No,,,,
Mezbaan Restaurant,2,No,Yes,,,,
Moon Light Sweets,1,No,No,,,,
North East Castle,2,No,No,,,,
Pizza Point,1,No,No,,,,
Roll Point,1,No,No,,,,
Sanjha Tandoor,2,No,No,,,,
Sayyam,1,No,No,,,,
Shiv Bhojnalaya,1,No,No,,,,
Take Away,1,No,No,,,,
Vedanta's,2,No,No,,,,
Asian Chopstick,1,No,No,,,,
Chinese Delights,1,No,Yes,,,,
Al Meraj Chicken Shop,1,No,No,,,,
Chinese Food Corner,1,No,No,,,,
Creative Food House,1,No,No,,,,
D.A.A.,1,No,No,,,,
Dee Cake Shop,1,No,No,,,,
Jaca Restaurant,1,No,No,,,,
King Of Roll,1,No,No,,,,
Kirti Food Plaza,1,No,No,,,,
KT's Shik-Shack,1,No,No,,,,
Namaste Restaurant,1,No,No,,,,
Nishaj Chicken Corner,1,No,No,,,,
Royal Bakery,1,No,No,,,,
S.R. Bakers,1,No,No,,,,
Shahi Muradabadi,1,No,No,,,,
Shree Vinayaga Restaurant,1,No,No,,,,
The Cake Basket,1,No,No,,,,
The Pure Kitchen,1,No,No,,,,
The Yolmo Kitchen,2,No,No,,,,
Zawlbuk,1,No,No,,,,
Anupam Restaurant,2,No,Yes,,,,
Bobby Di Punjabi Rasoi,1,No,No,,,,
Aditya Da Vaishno Dhaba,1,No,No,,,,
Aggarwal Sweet Centre,1,No,No,,,,
Anjel China & Tibetian Food,1,No,No,,,,
Annpurna Rasoi,1,No,No,,,,
Bajrang Misthan Bhawan,1,No,No,,,,
Bake Town,1,No,No,,,,
Brown Town Bakers,1,No,No,,,,
Captain Food Factory,2,No,No,,,,
Cheffron Bakery,1,No,No,,,,
Chicken Darwar,1,No,No,,,,
Chili's Treat,1,No,No,,,,
Chilli Tadka,1,No,No,,,,
Chinese Food Point,1,No,No,,,,
Chinese Temptation,1,No,No,,,,
Dev Sweets & Restaurant,1,No,No,,,,
Dilli Darbar Chicken Point,1,No,No,,,,
Food Point and Sweets Corner,1,No,No,,,,
Grover Burfee & Cakes,1,No,No,,,,
Hans's Planet-F,1,No,No,,,,
Hotel Delhi 43,2,Yes,No,,,,
Kanhaiya Fast Food,1,No,No,,,,
Karol Bagh Ke Chhole Bhature,1,No,No,,,,
King's Food,1,No,No,,,,
Lamba Sweets Corner,1,No,No,,,,
Laxmi Food Corner,1,No,No,,,,
Lounge Bakery,1,No,No,,,,
Mehtaab Sweet Corner & Restaurant,1,No,No,,,,
Melting Food Point,1,No,No,,,,
Mithla Dhabha,1,No,No,,,,
Mittal Caterer,1,No,No,,,,
Mittal Restaurant & Fast Food,1,No,No,,,,
NBC Nirankari Bakers,1,No,No,,,,
Pind Balluchi,2,Yes,No,,,,
Prem Chinese Fast Food,1,No,No,,,,
Punjabi Special,1,No,No,,,,
Radhe Shyam Dhaba,1,No,No,,,,
Raj Rasoi,1,No,No,,,,
Raju De Special Paneer Wale,1,No,No,,,,
Sangeeta Dhaba,1,No,No,,,,
Sat Narayan Fast Food,1,No,No,,,,
Shahi Chicken Point,1,No,No,,,,
Sharma Sweets,1,No,No,,,,
Shere Hind Chicken Corner,1,No,No,,,,
Shiv Shakti Dhaba,1,No,No,,,,
Shree Shyam Sweets,1,No,No,,,,
Shri Shyam Ji Shudh Shakahari Bhojnalaya,1,No,No,,,,
Sky Hawk,2,No,No,,,,
Snack Shack,1,No,No,,,,
Soya Bite's,1,No,No,,,,
Taj Mahal Dhaba,1,No,No,,,,
Yummy Chinese Food,1,No,No,,,,
Aggarwal Sweets Corner,1,No,No,,,,
Anand Sweets,1,No,No,,,,
Annapurna Sweets Palace,1,No,No,,,,
Aujla's Punjabi Zaika,1,No,No,,,,
Baba Ji,1,No,No,,,,
Babu Soup Wala,1,No,No,,,,
Baketown By Gagan Bakers,1,No,No,,,,
Bala Ji Rasoi,1,No,No,,,,
Bansiwala Sweets & Caterers,1,No,No,,,,
Best Chicken Corner,2,No,No,,,,
Bhardwaj Bakery,1,No,No,,,,
Classic Chef Corner,1,No,No,,,,
Dabas Ke Special Chole Bhature,1,No,No,,,,
Daily Belly,1,No,No,,,,
Deep Bakery And Cake,1,No,No,,,,
Dhaba NH10,1,No,No,,,,
Dilkhush Dhaba,1,No,No,,,,
Do Bhai Paneer Wale And Sweets,1,No,No,,,,
Dosa and Pizza Corner,1,No,No,,,,
Gulati Ki Rasoi,1,No,No,,,,
JMD Family Restaurant,1,No,No,,,,
Jyoti Sweets,1,No,No,,,,
Khana Khazana,1,No,No,,,,
Krishna Panjabi Rasoi,1,No,No,,,,
Lazeez Zaika,1,No,No,,,,
Mannat Chinese Fast Food,1,No,No,,,,
Pizza Hot,1,No,No,,,,
Raju Fast Food,1,No,No,,,,
Ramesh Caterers & Dhaba,1,No,No,,,,
Sethi's Express,1,No,No,,,,
Shahi Chicken Biryani Corner,1,No,No,,,,
Spicy Curry,1,No,No,,,,
Super Star Restaurant,1,No,No,,,,
Swagi Food Corner,1,No,No,,,,
Taoji Ke Amratsari Naan,1,No,No,,,,
TCW Chaat Point,1,No,No,,,,
The Food Express,1,No,No,,,,
The Pizza Family,1,No,No,,,,
The Regal Chicken Corner,1,No,No,,,,
Welcome Rasoi,1,No,No,,,,
Agarwal Sweets,1,No,No,,,,
Aurangzeb Rd,2,No,Yes,,,,
Bengali Sweet Corner,1,No,No,,,,
Chinese K. Food,1,No,No,,,,
Chocowell,1,No,No,,,,
Choice,2,No,No,,,,
Desi Street,1,No,No,,,,
Enigma Lounge,2,No,No,,,,
Flavors Of London,1,No,No,,,,
Hot House Grill,1,No,Yes,,,,
Kanshi Ram Chole Kulche Wala,1,No,No,,,,
Kents Fast Food,2,No,No,,,,
Paharia Meat & Chicken Shop,1,No,No,,,,
Palji Corner,1,No,No,,,,
Paratha Hi Paratha,1,No,No,,,,
Picasso Roof Top,3,Yes,No,,,,
RK Dosa,1,No,No,,,,
Sandoz,2,No,Yes,,,,
Sardar Ji,1,No,No,,,,
Satkar Fast Food,1,No,No,,,,
Sweetheart Cupcakes,1,No,No,,,,
The Earthen Grill,1,No,No,,,,
A Patisseries Gallery,1,No,No,,,,
Aggarwal Sweets & Bakers,1,No,No,,,,
Avatar Da Dhaba,1,No,No,,,,
Bengali Restaurant,1,No,No,,,,
Brahm Point Fast Food,1,No,No,,,,
Chinese Hot,1,No,No,,,,
Curry Man,1,No,No,,,,
Diya Chinese Food,1,No,No,,,,
Fresh Meat CO,1,No,No,,,,
Hans Fast Food Center,1,No,No,,,,
Happy Hours,1,No,No,,,,
Khalsa Eating Point,1,No,No,,,,
Krishna Yummy Foods,1,No,No,,,,
Laxmi Dhaba,1,No,No,,,,
Milan Shudh Vaishno,1,No,No,,,,
Milko Sweets Corner,1,No,No,,,,
New Punjabi Chaap Corner,1,No,No,,,,
Nik's Chawla Chik Inn,2,No,No,,,,
Paras Corner,1,No,No,,,,
Shahi Hyderbadi Biryani,1,No,No,,,,
Shashi's China Wok,1,No,No,,,,
Urban Palate,1,No,No,,,,
Wrapss,1,No,No,,,,
China Kitchen,1,No,No,,,,
Chowringhee,1,No,No,,,,
D-Food,2,No,No,,,,
Kith N Kin Cafeteria,1,No,No,,,,
Lazeez Rasoi,1,No,No,,,,
Red Rose Restaurant,1,No,No,,,,
Shri Bikaner Sweets & Restaurant,2,No,No,,,,
Welcome Family Restaurant,1,No,No,,,,
Americana Kitchen and Bar,3,Yes,No,,,,
Bawa Snacks Corner,1,No,No,,,,
Bhimsain's Bengali Sweet House,1,No,No,,,,
Dolce Gelato,1,No,Yes,,,,
New Punjabi Khana,1,No,No,,,,
New Vishal Corner,1,No,No,,,,
Punjabi Khana,1,No,No,,,,
Rajshree,1,No,No,,,,
Sona,1,No,No,,,,
The First Floor,3,Yes,Yes,,,,
Hype,4,No,No,,,,
Al Mughal,1,No,No,,,,
Anupama Restaurant,1,No,No,,,,
Cafe Einstein,2,No,No,,,,
Delicious Eating Corner,1,No,No,,,,
Gupta Rasoi,1,No,No,,,,
Paras Chicken Point,1,No,No,,,,
Ralhan Eating Corner,1,No,No,,,,
Alcoholic Lounge & Bar,3,Yes,No,,,,
Baljeet's Amritsari Koolcha,1,No,No,,,,
Dilli Chaap Wale,1,No,No,,,,
Dips,1,No,No,,,,
Hashtag Foods,1,No,Yes,,,,
Mini Meals,1,No,No,,,,
No Name - Taste Hi Kaafi Hai,1,No,Yes,,,,
Raj Bhature wala,1,No,Yes,,,,
Rolls Tiger,1,No,Yes,,,,
Smoksha Cafe and Lounge,2,No,No,,,,
Sura Vie,3,Yes,Yes,,,,
Billu's Hut,1,No,No,,,,
Chills 'n' Grills,1,No,Yes,,,,
Fusion N Food,1,No,No,,,,
Hot Spot,1,No,No,,,,
Mogambo Khush Hua,1,No,Yes,,,,
Niti Shake & Ice Cream Hub,1,No,No,,,,
Pacific Asia,3,Yes,Yes,,,,
Pasta Hut,1,No,No,,,,
Ram G Snacks & Food Corner,1,No,No,,,,
Sandwich King,2,No,No,,,,
Shake Eat Up,1,No,No,,,,
Themis Barbecue House,3,Yes,No,,,,
Utsav,1,No,No,,,,
Bistro 57,2,No,No,,,,
Calendar Khana Laao,3,No,Yes,,,,
Eleven Course,3,No,No,,,,
Sinciti,3,Yes,Yes,,,,
Admission Lounge,4,Yes,No,,,,
Al Zaika,2,No,No,,,,
Asian Curry,2,No,No,,,,
Chaska,2,No,No,,,,
Chik Chow,2,No,Yes,,,,
Deep Sweet Corner,1,No,No,,,,
Deepika Khaitan's Cakes,2,No,No,,,,
Dhaba On Wheels,2,No,No,,,,
Evergreen Sweets,1,No,No,,,,
Halal Pizza Fun,1,No,No,,,,
Keventers,1,No,Yes,,,,
Midnight Bites,2,No,No,,,,
MT Everest Food Corner,2,No,No,,,,
Muradabad Ki Mashoor Sama Chicken Biryani,1,No,No,,,,
New Laziz,2,No,No,,,,
Talab South Indian Restaurant,1,No,No,,,,
Tipu Sultan Chicken Point,1,No,No,,,,
Yo Wok,2,Yes,No,,,,
Zoet Desserts,2,No,No,,,,
Zooby's Kitchen,2,No,No,,,,
Hwealthcafe,2,No,Yes,,,,
Noorjahan,2,No,No,,,,
Tuptakes,1,No,No,,,,
Annapurna Food Point,1,No,No,,,,
Arabian & Turkish Caf??,1,No,No,,,,
Brij Palace Restaurant,1,No,No,,,,
Bruncheez,1,No,No,,,,
Buena Tierra,1,No,No,,,,
Chokoreto - The Cake Design Studio,1,No,No,,,,
Crazylicious Cakes N Desserts,1,No,No,,,,
Halal Pizza 'n' Joy,1,No,No,,,,
Shree Bhojnalaya,1,No,No,,,,
Shree Laxmi Dhaba,1,No,No,,,,
Swaad Restaurant,2,No,No,,,,
The Bay Leaf,2,No,No,,,,
Lotus Pond,3,Yes,Yes,,,,
Gulfam Kashmiri Wazwan,1,No,No,,,,
Kit Care Kabab Corner,1,No,No,,,,
Liter Basar,1,No,No,,,,
N. Iqbal Restaurant,1,No,No,,,,
Ghalib Kabab Corner,1,No,No,,,,
Chick Fish Point,1,No,No,,,,
Monis Kada Hotel,1,No,No,,,,
Lunch Express,1,No,No,,,,
Aloo Bhaji Restaurant,2,No,No,,,,
Gupta Bhojnalya,1,No,No,,,,
Sam's 22,1,No,No,,,,
The Bakery,1,No,No,,,,
Vishal Snacks,1,No,No,,,,
Chawla Dhaba,2,No,Yes,,,,
Shri Gupta'z,2,No,No,,,,
The Golden Leaf,2,No,No,,,,
Red Moon Bakery,1,No,No,,,,
Cafe Point,1,No,No,,,,
TLC Kitchen,2,No,No,,,,
Berco's,3,Yes,No,,,,
Bikano Chat Cafe,2,No,No,,,,
BonJuz,1,No,No,,,,
Dosa Village,2,No,No,,,,
Gelato Italiano,1,No,No,,,,
Shanghai Moon,2,Yes,No,,,,
The Blue Tandoor,2,No,No,,,,
Hinglish - Cafe Beach Bar,3,Yes,Yes,,,,
Spaghetti Kitchen,4,Yes,Yes,,,,
Swiss Softy,1,No,No,,,,
The Bubble Tea,1,No,No,,,,
Creambell & Chocoxess,1,No,No,,,,
Hang Out,3,Yes,No,,,,
The Belgian Fries Company,1,No,No,,,,
Al-Sameer,1,No,No,,,,
Allure,2,No,No,,,,
Bikaner House,2,No,No,,,,
Cafe CoffeeCo,1,No,No,,,,
Cafe Festa,2,No,Yes,,,,
Cheers Lounge Bar,3,Yes,No,,,,
Chowmein Hut,1,No,No,,,,
Club India Cafe & Restaurant,2,Yes,No,,,,
Everest Bakery Cafe,2,No,No,,,,
Everest Kitchen,2,No,No,,,,
Exotic Rooftop Restaurant,2,No,Yes,,,,
Gagan Assam Bengal Restaurant,1,No,No,,,,
Gold Resto Bar,2,Yes,No,,,,
Grand Madras Cafe,1,No,No,,,,
Green Chilli,2,Yes,No,,,,
Gurdev Punjabi Restaurant,1,No,No,,,,
Haji Irshad Biryani Centre,1,No,No,,,,
Hungerzz Grill,1,No,No,,,,
Janta Sweets,1,No,No,,,,
Khosla Cafe,1,No,No,,,,
King Bar & Restaurant,2,Yes,No,,,,
Le Fairway Restaurant & Bar,3,Yes,No,,,,
Madan Cafe & Restaurant,1,No,No,,,,
Malhotra Restaurant,2,Yes,No,,,,
Metropolis Bar,2,No,No,,,,
Mikky Restaurant,2,No,No,,,,
Mourya Sweets Chat Bhandar,1,No,No,,,,
My Bar & Restaurant,2,No,No,,,,
My Love Restaurant & Bar,3,Yes,No,,,,
Organic German Bakeshop - Brown Bread Bakery,2,No,No,,,,
Paankhuri Restaurant,2,No,No,,,,
Pardeep Corner,1,No,No,,,,
Pehalwan Da Hotel,1,No,No,,,,
Re Cafe,3,Yes,No,,,,
Rumi Amritsari Naan,1,No,No,,,,
Sagar Bar-Be Que,2,No,Yes,,,,
Satyam Rooftop Restaurant,2,No,No,,,,
Sethi Restaurant,2,No,No,,,,
Shri Bankey Bihari Samosa Wala,1,No,No,,,,
Sonu South Indian Restaurant,1,No,No,,,,
Southern Welcome Restaurant,1,No,No,,,,
Swagat Dhaba,1,No,No,,,,
Tadka 4986,2,No,No,,,,
The Drunkyard Cafe,2,Yes,No,,,,
The Gem Bar & Restaurant,3,Yes,No,,,,
The Indian Grill Restaurant,2,No,No,,,,
U Like,2,No,No,,,,
Vaga Bond,2,No,No,,,,
Vrinda Vaishno Dhaba,1,No,No,,,,
White Heart Restro Bar,3,Yes,No,,,,
Haldiram Bhujiawala,1,No,No,,,,
Maa Bhagwati,1,No,No,,,,
Cafe Brownie,2,No,No,,,,
Cafexpress,1,No,No,,,,
Mauja Hi Mauja,1,No,No,,,,
Metro Bar & Family Restaurant,3,No,No,,,,
Bajaj Vaishno Dhaba,1,No,No,,,,
Sita Ram Diwan Chand,1,No,Yes,,,,
Aayush Food Plaza,1,No,No,,,,
Ankit Fast Food Corner,1,No,No,,,,
Mughal Zaika Chicken Point,1,No,No,,,,
Nawab Restaurant,1,No,No,,,,
New Bikaner Sweets,1,No,No,,,,
Pizza Yum,2,No,No,,,,
Radhika Sweets,1,No,No,,,,
Satguru Di Hatti,1,No,No,,,,
Shudh Vaishno Amritsari Naan,1,No,No,,,,
Sumit Sweets,1,No,No,,,,
Aggarwal Bikaner Wala,1,No,No,,,,
Anupama Snacks and Sweets Corner,1,No,No,,,,
Baba Ka Dhaba,1,No,No,,,,
Balaji Eating Point,1,No,No,,,,
Bhagat Ji Sweets,1,No,No,,,,
Bikaner Sweet Corner,1,No,No,,,,
Chavi Food Point,1,No,No,,,,
Cook & Connect,2,No,No,,,,
Dinesh Ka Mithila Dhaba,1,No,No,,,,
Flavours Of London,1,No,No,,,,
Foji Bhai Hotel,1,No,No,,,,
Green Chilli,1,No,No,,,,
Hook N Cook,2,No,No,,,,
Hyderabadi & Muradabadi Chicken Corner,1,No,No,,,,
It's Pizza Town,2,No,No,,,,
ITO Ke Mashoor Chole Bhature,1,No,No,,,,
Janta Special Lassi Corner,1,No,No,,,,
Kairi The Royal Taste,1,No,No,,,,
Kasba,1,No,No,,,,
Kayasthas Food Junction,1,No,No,,,,
KGN Chicken Corner,1,No,No,,,,
Momozone,1,No,No,,,,
Munna Bakery,1,No,No,,,,
N.S. Pizza Point,1,No,No,,,,
Nand Bhai Chholey Bhature,1,No,No,,,,
New Lazeez Tandoor,2,No,No,,,,
Pizza Day,2,No,No,,,,
Pizza Day,2,No,Yes,,,,
Pritam Tiffin Service,1,No,No,,,,
Rana Sweets and Restaurant,1,No,No,,,,
Rastogi Sweets & Caterers,1,No,No,,,,
Recipe Tadka,2,No,No,,,,
Sahi Pakde Hain,2,No,No,,,,
Sher e Punjab Rasoi,1,No,No,,,,
Shyam Rasoi,1,No,No,,,,
Subhan Chicken Biryani,1,No,No,,,,
Surprise - Bakers & Bites,1,No,No,,,,
The Night Rider,2,No,No,,,,
Vikram Ji Snacks,1,No,No,,,,
Yadav Chaat Bhandar,1,No,No,,,,
Yadav Ji Chholey Bhature,1,No,No,,,,
Burger King,2,No,No,,,,
Berco's,2,No,No,,,,
Aalis Kathi Kabab,1,No,No,,,,
Dill's Chawla Chik Inn,2,No,Yes,,,,
Ipshita's Cakes Mamma Bakes,2,No,No,,,,
Big Wong,2,No,Yes,,,,
Chicken Inn,3,Yes,Yes,,,,
Ichiban,3,Yes,Yes,,,,
Krishna Di Kulfi,1,No,No,,,,
Pindi,3,Yes,Yes,,,,
Veg Gulati,3,No,Yes,,,,
Chor Bizarre,3,Yes,No,,,,
Gulati,3,No,Yes,,,,
Havemore,3,Yes,No,,,,
Om Sai Dosa Corner,1,No,No,,,,
Angelena Restaurant,1,No,No,,,,
Chennai Dosa Express,1,No,No,,,,
Chennai Dosa Xpress,1,No,No,,,,
Foodizm,1,No,No,,,,
Healthy Nutrienty,1,No,No,,,,
Kalka Ji Rasoi,1,No,No,,,,
Kolkata Biriyani On Call,2,No,No,,,,
Mahavir Sweets,1,No,No,,,,
Massi's Kitchen,1,No,No,,,,
New Shama Chicken Restaurant,1,No,No,,,,
Raj Shri,1,No,No,,,,
Roll Junction,1,No,No,,,,
Sai Bhojanalay,1,No,No,,,,
Shree Balaji Caterers,1,No,No,,,,
Smily Cakes,1,No,No,,,,
Zaika Restaurant,1,No,No,,,,
A Pizza House,2,No,Yes,,,,
Amrit Family Rasoi,1,No,No,,,,
Bake Club,1,No,Yes,,,,
Cake O Frost,1,No,No,,,,
Chawla Kitchen,2,No,Yes,,,,
Cherry Fresh,1,No,Yes,,,,
Chocooze,1,No,No,,,,
Chuk Chuk Mail,1,No,No,,,,
Da Pizza Bakers,2,No,Yes,,,,
Grill Zone,1,No,Yes,,,,
Grover Mithaivala,1,No,No,,,,
Hot Spot Roll Corner,1,No,No,,,,
Jaiveer Naan & Chaap,1,No,Yes,,,,
Jaiveer Naan & Chaap,1,No,No,,,,
Kabab Hut,2,No,Yes,,,,
Kabbaba,2,No,Yes,,,,
New Durga Corner,1,No,No,,,,
New Durga Dosa Corner,1,No,Yes,,,,
Pishori Chicken,2,No,No,,,,
Pizza Break,2,No,Yes,,,,
PK Shoppe,1,No,No,,,,
Punjabi Angithi,1,No,No,,,,
Punjabi Handi,2,No,Yes,,,,
Quality Cake Shop,1,No,Yes,,,,
Rahul's Rasoi,2,No,Yes,,,,
RTW,1,No,No,,,,
Sahib e Aalam,1,No,No,,,,
Shree Durga Dosa,1,No,No,,,,
Sunil Momos.Com,1,No,Yes,,,,
Temptation Food,1,No,No,,,,
Wheelyz,2,No,No,,,,
Biryani Sons & Co.,1,No,Yes,,,,
Curry Tree,2,No,No,,,,
Deli 63,1,No,Yes,,,,
Friends Shawarma,1,No,No,,,,
Ganesh Restaurant,2,No,Yes,,,,
Nirmal Vada Pav,1,No,Yes,,,,
Oasis Baklawa,1,No,Yes,,,,
Puri Bakers,1,No,Yes,,,,
Wonder Taste of Spices,2,No,Yes,,,,
Biryaniwala,1,No,Yes,,,,
Firangi N More,1,No,Yes,,,,
Pakwan,2,No,Yes,,,,
24x7,3,Yes,No,,,,
Cafe Cook,1,No,Yes,,,,
La-Nawaab,2,No,No,,,,
Roadside Cafe,1,No,Yes,,,,
Royal India Food Plaza,1,No,No,,,,
Sir John Bakery Cafe,2,No,Yes,,,,
Bikku Bakes,1,No,No,,,,
Zune - Piccadily Hotel,4,Yes,No,,,,
361 Restaurant & Banquet,3,Yes,Yes,,,,
Amritsari Kulcha,1,No,No,,,,
Bake Houz,1,No,Yes,,,,
Ben's Foods,1,No,Yes,,,,
Bobby Punjabi Rasoi,2,No,Yes,,,,
Bromfy Public House,3,No,No,,,,
Chacha Shankar,2,No,No,,,,
Chaska,2,No,Yes,,,,
Chatore.e.e,1,No,Yes,,,,
Chawla's Tandoori Xpress,2,No,No,,,,
Culinaria,3,Yes,No,,,,
Deli Cake Cafe,1,No,Yes,,,,
Dragon Hut,1,No,Yes,,,,
Frontier Restaurant,2,No,No,,,,
Grand Bikaner,1,No,Yes,,,,
Hill Chillz 26,1,No,No,,,,
K's Town,2,No,Yes,,,,
Laxmi Ice Cream Parlour,1,No,No,,,,
Make My Day,1,No,Yes,,,,
Mikky Peshawari,2,No,Yes,,,,
Moroca,1,No,Yes,,,,
New Punjabi Dhaba and Caterers,1,No,No,,,,
Pandey Chinese Hut,2,No,Yes,,,,
Peppers & Pipes,2,No,Yes,,,,
Punjabi Zaika,1,No,No,,,,
Punjabi's Eating Hub,2,No,Yes,,,,
Punjabian Di Shaan,2,No,Yes,,,,
Puran Chand,2,No,Yes,,,,
Ram Chinese Food,1,No,No,,,,
Rooftop,2,No,Yes,,,,
Ruchi's Food Junction,1,No,Yes,,,,
Sahni Veg & Non Veg,2,No,No,,,,
Shiv Chinese Chat Bhandar,1,No,No,,,,
Shutup 'N' Eat,2,No,Yes,,,,
Sindhi Chicken Corner,2,No,Yes,,,,
Smokshh The Lounge,2,No,No,,,,
The Blessing Bliss,3,Yes,No,,,,
The Butter Cup,1,No,No,,,,
The Cake Bucks,1,No,Yes,,,,
The Taste of Delhi,2,No,Yes,,,,
The Taste,1,No,No,,,,
Vaishnav Chat & Caterers,1,No,No,,,,
Yellowtail,2,No,Yes,,,,
Bansal Sweets,1,No,No,,,,
Dosa Corner,1,No,No,,,,
Greenvich,1,No,No,,,,
Hamburg To Hyderabad,1,No,Yes,,,,
I Food You,2,No,Yes,,,,
Kay's Chicken Corner,2,No,No,,,,
Lanche,2,No,No,,,,
Marshmallow Cakes & More,1,No,No,,,,
Om Corner,1,No,No,,,,
Peshawari,2,No,No,,,,
Republic Of Food Lovers,1,No,No,,,,
Sharma Bakers,1,No,Yes,,,,
Street Hawkers,1,No,Yes,,,,
Tilak Munjal-R Panchkuian Samose Wale,1,No,Yes,,,,
3x Cafe,1,No,No,,,,
Amritsari Naan,1,No,No,,,,
Chinese Tadka,1,No,No,,,,
Dinesh Meat Wala,1,No,No,,,,
Jeet Pizza,1,No,Yes,,,,
New South Indian & Chinese Foods,1,No,No,,,,
Yumbuns,1,No,No,,,,
Giri Momos Centre & Chinese Fast Food,1,No,Yes,,,,
Laalwala's,2,No,Yes,,,,
Babu Shahi Bawarchi,1,No,No,,,,
Cafe Lota,3,No,No,,,,
Bombay's Royal China,2,No,No,,,,
Chin China,1,No,No,,,,
Cholkat,2,No,No,,,,
Deluxe Butter Omlette,1,No,No,,,,
Liquid,4,Yes,No,,,,
Papa Chinese Veg Food,1,No,No,,,,
Punjab To China,2,No,No,,,,
Chocolacious by WedCraft,1,No,No,,,,
Gopal Ji Rasoi Wala,1,No,No,,,,
Kanuchawala,1,No,No,,,,
Muncheezz,1,No,No,,,,
Shaketastic,1,No,No,,,,
Sree Krishna Udupi,1,No,No,,,,
Asia 21,3,Yes,Yes,,,,
Barkat,2,Yes,Yes,,,,
Cilantro Woodapple,2,Yes,No,,,,
Gupta Chat Corner,1,No,No,,,,
Katyal Pure Vegetarian,1,No,No,,,,
Kunal Dhaba,1,No,No,,,,
Moon Bite,1,No,Yes,,,,
Pash!,1,No,No,,,,
Rashi's De La Creme,1,No,No,,,,
Rupa Dairy,1,No,No,,,,
Sandy's Punjabi Rasoi,2,No,No,,,,
Tandoori Planet,1,No,No,,,,
Tandoori Tadka,1,No,Yes,,,,
Urban Owl,2,No,No,,,,
4th Street Cafe,2,No,Yes,,,,
Late Lateefe,2,No,Yes,,,,
The Riding Guns Cafe,2,No,No,,,,
Colours of Biryani,1,No,No,,,,
Fc Katyal,1,No,No,,,,
Food State,1,No,No,,,,
Gupta Eating Corner,1,No,No,,,,
Hot 'N' Cool,1,No,No,,,,
New Garden Hut,1,No,No,,,,
Perfect Party Chef,1,No,No,,,,
R.S. Chinese Food,1,No,No,,,,
Rama Fast Food,1,No,No,,,,
Shanghai Chinese Food,1,No,No,,,,
Teens Cafe Fast Food,1,No,No,,,,
The Tandoor Hut,2,No,No,,,,
The Taste of Tandoor,1,No,No,,,,
The Chinese Hut,2,No,Yes,,,,
Linx - Premier Inn,4,Yes,No,,,,
The 87 - Premier Inn,4,Yes,No,,,,
Stallion - Pride Plaza Hotel,4,Yes,No,,,,
Aqua Grill - Pride Plaza Hotel,4,No,No,,,,
Mr. Confectioner - Pride Plaza Hotel,2,No,No,,,,
Aditya's Kulcha Express,1,No,Yes,,,,
Allterian By Chanson,3,Yes,No,,,,
Amuse Lounge,2,Yes,No,,,,
Cakes Dot Com,1,No,Yes,,,,
Chez Papillons by Bonjour Chocolates,2,No,Yes,,,,
Choco Doux,2,No,No,,,,
Curries N More,2,No,Yes,,,,
Dili's Chawla Chik Inn,2,No,No,,,,
